W/S,W/S max,check W/S max,AR,t/c,sweep25,M,lambda,WTO,CL_crociera,CD,E,T,S,b,check b,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_fuel,V_fuel,W_payload
550,726.6670994,VERO,8,0.15,20,0.76,0.27,85278.25676,0.504668718,0.038110312,13.24231393,25694.7887,155.0262268,35.21661276,VERO,42490.757,7207.793007,8211.217291,1713.25296,3447.079784,4998.655424,678.1809249,1664.456312,1372.570512,90.82852009,585.0283643,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22642.49976,28303.1247,20145
600,669.7000213,VERO,9,0.15,30,0.8,0.23,85272.68689,0.496869292,0.039086886,12.7119179,26011.20037,142.0970345,35.76133821,VERO,42596.21626,7486.296971,8211.217291,1570.367609,3446.806767,5061.671226,744.069658,1527.342935,1372.570512,83.25341861,585.4871612,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,22531.47063,28164.33829,20145
550,726.6670994,VERO,8,0.15,20,0.76,0.23,85247.94079,0.504668718,0.038159728,13.22516562,25734.76074,154.9721263,35.21046734,VERO,42447.45359,7159.098103,8211.217291,1712.655075,3445.770362,5006.614826,678.0677867,1663.882579,1372.570512,90.79682306,585.0863237,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22655.4872,28319.359,20145
600,726.6670994,VERO,7,0.1,20,0.82,0.23,85240.20854,0.472927345,0.038135155,12.40134857,28259.97556,142.0436398,31.53260976,VERO,42542.64193,7124.339243,8211.217291,1569.777523,3445.396942,5510.215064,610.1960076,1526.776687,1372.570512,83.22213509,588.7478852,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22552.56661,28190.70826,20145
600,700.8505081,VERO,11,0.12,25,0.8,0.31,82640.72391,0.496869292,0.032930198,15.08856055,22426.47247,137.6951405,38.91846022,FALSO,43156.2848,8949.800501,8211.217291,1521.720627,3330.580271,4349.202036,772.4360656,1480.66109,1372.570512,80.67438714,580.2893058,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19339.43911,24174.29889,20145
550,633.4527129,VERO,7,0.1,35,0.76,0.31,85219.93547,0.504668718,0.032835081,15.36980277,29324.91643,154.9167372,32.93048983,VERO,44715.55362,8660.980152,8211.217291,1712.04295,3444.429754,5723.035863,725.2315888,1663.295181,1372.570512,90.76437111,590.2920495,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20359.38185,25449.22732,20145
650,633.4527129,FALSO,10,0.12,35,0.82,0.27,81271.70344,0.512337958,0.032934662,15.55619278,24830.10422,125.0045101,35.35597688,VERO,42805.57488,8463.703645,8211.217291,1381.471712,3270.549243,4826.571257,776.2173004,1346.077649,1372.570512,73.23905696,583.7745718,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,18321.12856,22901.4107,20145
550,633.4527129,VERO,7,0.1,35,0.76,0.27,85122.03171,0.504668718,0.032872915,15.35211315,29324.34526,154.7393668,32.91163271,VERO,44624.44825,8578.624943,8211.217291,1710.082763,3440.136772,5722.921649,724.8345644,1661.414178,1372.570512,90.66045134,590.2912213,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20352.58346,25440.72932,20145
650,633.4527129,FALSO,11,0.1,35,0.76,0.27,82399.96158,0.596426667,0.032949153,18.10142656,23996.22371,126.749105,37.33952537,FALSO,44695.54436,10368.86233,8211.217291,1400.751885,3320.451553,4660.792946,817.7983092,1364.578982,1372.570512,74.26119998,582.565445,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,17559.41722,21949.27152,20145
600,700.8505081,VERO,9,0.12,25,0.82,0.31,85112.99417,0.472927345,0.037007596,12.77919651,25260.58183,141.8302864,35.7277564,VERO,42924.84506,8017.679618,8211.217291,1567.419675,3439.763602,4912.219351,711.7823821,1524.514086,1372.570512,83.0971332,584.3987643,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22043.14912,27553.9364,20145
550,633.4527129,VERO,7,0.1,35,0.76,0.23,85043.85263,0.504668718,0.032932683,15.32425159,29354.02605,154.5972932,32.89652037,VERO,44538.90395,8494.019367,8211.217291,1708.512654,3436.698095,5728.856784,724.5163765,1659.907495,1372.570512,90.57721163,590.3342584,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20359.94868,25449.93585,20145
600,700.8505081,VERO,11,0.12,25,0.8,0.27,82510.44184,0.496869292,0.032968386,15.0710832,22423.34509,137.4791342,38.88792198,FALSO,43040.60444,8845.832083,8211.217291,1519.33346,3324.876909,4348.5819,771.8566153,1478.370355,1372.570512,80.5478309,580.2847711,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19324.83741,24156.04676,20145
600,700.8505081,VERO,9,0.12,25,0.82,0.27,85018.86642,0.472927345,0.037040056,12.76799755,25265.20041,141.6739377,35.70805847,VERO,42841.29506,7941.184673,8211.217291,1565.691807,3435.635402,4913.138514,711.4072144,1522.856017,1372.570512,83.00552986,584.4054613,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22032.57135,27540.71419,20145
600,700.8505081,VERO,9,0.12,25,0.82,0.23,84940.99525,0.472927345,0.037090328,12.75069174,25297.88225,141.5446168,35.69175747,VERO,42762.3085,7862.247845,8211.217291,1564.262633,3432.220839,4919.64281,711.096738,1521.484575,1372.570512,82.92976185,584.4528499,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22033.68675,27542.10844,20145
650,633.4527129,FALSO,10,0.12,35,0.82,0.23,81164.9491,0.512337958,0.033001789,15.52455089,24861.7256,124.8409649,35.33284094,VERO,42696.72698,8357.321276,8211.217291,1379.664312,3265.871208,4832.86111,775.7317081,1344.34326,1372.570512,73.14323724,583.8204228,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,18323.22212,22904.02765,20145
550,726.6670994,VERO,11,0.12,20,0.8,0.31,86034.06152,0.455463518,0.03300428,13.80013506,22517.43693,156.3913535,41.47655831,FALSO,44445.24363,9634.637367,8211.217291,1728.339488,3480.120639,4367.240693,793.001985,1678.933406,1372.570512,91.62833599,580.4212042,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21443.81789,26804.77236,20145
650,700.8505081,VERO,8,0.12,25,0.82,0.31,84935.01119,0.512337958,0.042069163,12.17846804,27542.13535,130.6481868,32.32932871,VERO,42026.06605,6982.269415,8211.217291,1443.8421,3431.981065,5366.90542,646.9164208,1405.928532,1372.570512,76.54563817,587.7070169,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22763.94514,28454.93143,20145
550,700.8505081,VERO,7,0.15,25,0.76,0.31,84919.5037,0.504668718,0.037201029,13.56598821,27783.53355,154.3758012,32.87294645,VERO,42611.06323,6959.719572,8211.217291,1706.064863,3431.337218,5415.084929,657.3118696,1657.558584,1372.570512,90.44744138,588.0570443,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22163.44048,27704.30059,20145
600,700.8505081,VERO,11,0.12,25,0.8,0.23,82394.48388,0.496869292,0.033026269,15.04466911,22446.63426,137.2869396,38.86072999,FALSO,42927.8501,8738.291312,8211.217291,1517.209446,3319.802265,4353.200018,771.3406417,1476.332142,1372.570512,80.43522575,580.3185403,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19321.63377,24152.04222,20145
550,726.6670994,VERO,11,0.12,20,0.8,0.27,85891.44932,0.455463518,0.033036578,13.78664336,22510.02716,156.1330731,41.44229487,FALSO,44323.21218,9526.708439,8211.217291,1725.485134,3473.869344,4365.771222,792.3757055,1676.194357,1372.570512,91.47701175,580.4104601,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21423.23713,26779.04642,20145
650,633.4527129,FALSO,10,0.12,35,0.8,0.31,80878.63878,0.538275067,0.03303754,16.29283133,24682.03449,124.4011507,35.27054731,VERO,42796.04822,8509.36269,8211.217291,1374.803762,3253.290804,4797.121798,774.424179,1339.679056,1372.570512,72.88555396,583.5598707,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,17937.59055,22421.98819,20145
650,633.4527129,FALSO,11,0.1,35,0.76,0.23,82223.95522,0.596426667,0.033040511,18.05137549,24010.94039,126.4788471,37.29969595,FALSO,44523.35651,10208.30448,8211.217291,1397.765163,3312.721102,4663.717159,816.9643409,1361.712912,1372.570512,74.1028582,582.5867842,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,17555.59872,21944.4984,20145
600,726.6670994,VERO,8,0.12,20,0.8,0.31,84911.64462,0.496869292,0.039230724,12.66531021,26229.17383,141.4967831,33.64482523,VERO,42271.6229,7242.016638,8211.217291,1563.734005,3430.957848,5105.096325,649.2153123,1520.977302,1372.570512,82.90173651,585.8032227,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,22495.02172,28118.77715,20145
550,700.8505081,VERO,7,0.15,25,0.76,0.27,84881.48309,0.504668718,0.037231697,13.55481366,27800.21189,154.30691,32.86561076,VERO,42569.94931,6918.592147,8211.217291,1705.303521,3429.669813,5418.414176,657.1716418,1656.827997,1372.570512,90.40707865,588.0812279,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22166.53377,27708.16722,20145
650,633.4527129,FALSO,10,0.12,35,0.8,0.27,80757.66677,0.538275067,0.033084386,16.26976128,24682.45826,124.2158507,35.24426914,VERO,42684.09105,8407.294017,8211.217291,1372.755941,3247.9905,4797.206074,773.8725757,1337.713959,1372.570512,72.77698828,583.5604852,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,17928.57571,22410.71964,20145
550,726.6670994,VERO,11,0.12,20,0.8,0.23,85761.3542,0.455463518,0.033084912,13.76650228,22526.64444,155.897579,41.41102956,FALSO,44203.27035,9414.956221,8211.217291,1722.882601,3468.169559,4369.066706,791.8042069,1673.696955,1372.570512,91.33903781,580.4345551,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21413.08384,26766.3548,20145
650,700.8505081,VERO,8,0.12,25,0.82,0.27,84869.35078,0.512337958,0.042104216,12.16832922,27555.53428,130.5475083,32.31686969,VERO,41964.44938,6923.316919,8211.217291,1442.729464,3429.101245,5369.579293,646.6780807,1404.860841,1372.570512,76.48665149,587.7264454,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22759.9014,28449.87675,20145
550,700.8505081,VERO,7,0.15,25,0.76,0.23,84863.48555,0.504668718,0.037282012,13.53652063,27844.60397,154.2738232,32.862087,VERO,42535.41359,6876.734521,8211.217291,1704.937866,3428.868996,5427.275813,657.1042819,1656.477113,1372.570512,90.38769334,588.1455964,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22183.07196,27728.83995,20145
600,726.6670994,VERO,8,0.12,20,0.8,0.27,84846.58466,0.496869292,0.039262351,12.65510792,26240.05027,141.3887058,33.63197357,VERO,42210.84836,7184.553808,8211.217291,1562.539602,3428.104199,5107.263449,648.9782344,1519.831148,1372.570512,82.83841497,585.8189936,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,22490.73629,28113.42037,20145
650,726.6670994,VERO,7,0.1,20,0.82,0.31,84843.26582,0.512337958,0.041938682,12.21635818,28990.78423,130.5076655,30.22505018,VERO,42009.06048,6741.911666,8211.217291,1442.289146,3427.961577,5656.234461,585.984007,1404.43831,1372.570512,76.46330792,589.8075578,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22689.20535,28361.50668,20145
650,633.4527129,FALSO,9,0.1,35,0.8,0.31,81641.49645,0.538275067,0.033149353,16.23787567,26272.58028,125.5704892,33.61747169,VERO,43347.58868,8717.252517,8211.217291,1387.72656,3286.738472,5113.745202,739.6887741,1352.079826,1372.570512,73.57065923,585.8661621,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18148.90776,22686.1347,20145
650,633.4527129,FALSO,10,0.12,35,0.8,0.23,80655.0139,0.538275067,0.033156626,16.23431357,24714.86764,124.0585344,35.22194408,VERO,42576.88755,8302.065668,8211.217291,1371.01738,3243.490643,4803.651485,773.4039377,1336.045629,1372.570512,72.68481805,583.6074788,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,17933.12635,22416.40793,20145
550,633.4527129,VERO,9,0.15,35,0.82,0.31,86479.01872,0.433516733,0.033173261,13.06825797,26250.72225,157.201791,37.61404152,FALSO,44290.77301,8671.369795,8211.217291,1737.295936,3499.736089,5109.38986,823.5452024,1687.528052,1372.570512,92.10316427,585.8344679,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22043.24571,27554.05714,20145
650,633.4527129,FALSO,9,0.1,35,0.8,0.27,81513.24903,0.538275067,0.033196609,16.21476073,26269.10323,125.3741363,33.59117781,VERO,43229.70665,8610.605242,8211.217291,1385.55659,3281.122005,5113.052372,739.1356736,1349.997514,1372.570512,73.45561775,585.8611204,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18138.54239,22673.17798,20145
550,633.4527129,VERO,8,0.15,35,0.8,0.31,84826.80108,0.455463518,0.032921568,13.83480626,27301.38237,154.2061463,35.12334224,VERO,43575.14379,7929.134865,8211.217291,1704.189943,3427.230979,5318.868143,771.333974,1655.759403,1372.570512,90.34804203,587.3579251,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21106.6573,26383.32162,20145
550,633.4527129,VERO,9,0.15,35,0.82,0.27,86378.1177,0.433516733,0.033203677,13.05628673,26253.70362,157.0190476,37.59217244,FALSO,44201.17254,8590.116358,8211.217291,1735.276371,3495.313052,5109.98391,823.0874493,1685.590068,1372.570512,91.99609652,585.8387909,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22031.94516,27539.93146,20145
650,700.8505081,VERO,8,0.12,25,0.82,0.23,84823.15284,0.512337958,0.042159997,12.15222942,27600.37967,130.4766898,32.30810298,VERO,41909.13463,6862.756112,8211.217291,1441.946821,3427.075545,5378.528889,646.5103719,1404.109815,1372.570512,76.44515952,587.7914712,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22769.01821,28461.27277,20145
600,726.6670994,VERO,8,0.12,20,0.8,0.23,84799.33001,0.496869292,0.039312674,12.63890848,26278.79694,141.3102558,33.62264187,VERO,42155.569,7125.486209,8211.217291,1561.672622,3426.032821,5114.983927,648.8060875,1518.99919,1372.570512,82.7924518,585.8751762,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,22498.76101,28123.45126,20145
550,669.7000213,VERO,7,0.12,30,0.82,0.31,84798.32843,0.433516733,0.032303174,13.42025192,28352.51799,154.1550496,32.8494345,VERO,43440.83209,7678.08359,8211.217291,1703.625254,3425.994262,5528.698831,686.042007,1655.217526,1372.570512,90.31810493,588.8820718,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,21212.49634,26515.62042,20145
650,726.6670994,VERO,7,0.1,20,0.82,0.27,84785.30977,0.512337958,0.041972033,12.20665097,29004.33119,130.418797,30.21475764,VERO,41953.71422,6688.547279,8211.217291,1441.307027,3425.419574,5658.942351,585.7932403,1403.495865,1372.570512,76.41124065,589.8272009,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22686.59555,28358.24444,20145
550,633.4527129,VERO,8,0.15,35,0.8,0.27,84753.18114,0.455463518,0.032952481,13.8218278,27310.30559,154.0727244,35.10814429,VERO,43505.76779,7864.481668,8211.217291,1702.715448,3424.001708,5320.648347,771.0148983,1654.344472,1372.570512,90.26987133,587.3708638,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21102.41335,26378.01669,20145
550,633.4527129,VERO,9,0.15,35,0.82,0.23,86294.14997,0.433516733,0.033250641,13.03784582,26285.75771,156.8669882,37.57396564,FALSO,44116.45116,8506.405097,8211.217291,1733.595905,3491.632676,5116.370936,822.7063442,1683.977486,1372.570512,91.90700622,585.8852694,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22032.6988,27540.8735,20145
650,726.6670994,VERO,7,0.1,20,0.82,0.23,84746.40234,0.512337958,0.042025343,12.19116651,29048.60649,130.3591496,30.20784744,VERO,41904.67259,6633.751931,8211.217291,1440.647841,3423.713414,5667.792793,585.665162,1402.863308,1372.570512,76.37629376,589.8914001,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,22696.72976,28370.9122,20145
650,669.7000213,FALSO,9,0.1,30,0.82,0.31,81026.91881,0.512337958,0.033256613,15.40559624,25328.34734,124.6295823,33.49128605,VERO,42491.04108,8145.741974,8211.217291,1377.328245,3259.82484,4925.706168,698.8514375,1342.10156,1372.570512,73.01939005,584.4970243,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,18390.87773,22988.59716,20145
550,669.7000213,VERO,7,0.12,30,0.82,0.27,84731.05782,0.433516733,0.032330143,13.40905688,28360.83223,154.0331262,32.83644139,VERO,43377.8046,7619.305557,8211.217291,1702.277833,3423.043293,5530.359555,685.7825904,1653.924534,1372.570512,90.24667106,588.8941274,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,21208.25322,26510.31652,20145
650,633.4527129,FALSO,9,0.1,35,0.8,0.23,81403.41329,0.538275067,0.033269276,16.17934421,26298.17463,125.2058557,33.56862674,VERO,43116.56301,8500.65746,8211.217291,1383.696858,3276.308518,5118.845171,738.6612892,1348.212908,1372.570512,73.35702361,585.9032739,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18141.85028,22677.31285,20145
550,633.4527129,VERO,8,0.15,35,0.8,0.23,84698.19059,0.455463518,0.033001403,13.8013381,27348.70492,153.9730703,35.09678849,VERO,43442.26215,7798.126297,8211.217291,1701.614133,3421.589733,5328.309314,770.7764834,1653.287645,1372.570512,90.21148485,587.4265428,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21110.92845,26388.66056,20145
550,669.7000213,VERO,7,0.12,30,0.82,0.23,84680.62744,0.433516733,0.032372653,13.39144905,28396.99398,153.9417189,32.82669695,VERO,43320.21978,7558.885042,8211.217291,1701.267657,3420.83092,5537.582843,685.5880328,1652.955165,1372.570512,90.19311634,588.9465619,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,21215.40766,26519.25958,20145
600,726.6670994,VERO,8,0.1,20,0.82,0.31,84665.28606,0.472927345,0.036666461,12.8980908,26129.2968,141.0861134,33.59596564,VERO,42736.57522,7754.841745,8211.217291,1559.19554,3420.114613,5085.197212,648.3139651,1516.622172,1372.570512,82.6611287,585.658401,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,21783.71083,27229.63854,20145
650,669.7000213,FALSO,9,0.1,30,0.82,0.27,80916.05282,0.512337958,0.033297632,15.38661856,25329.01912,124.4597541,33.46845958,VERO,42389.38657,8053.043246,8211.217291,1375.451409,3254.967089,4925.839873,698.3960762,1340.300541,1372.570512,72.91988915,584.4979984,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,18381.66625,22977.08282,20145
550,700.8505081,VERO,7,0.12,25,0.8,0.31,84603.11631,0.455463518,0.033821883,13.46653323,27630.85149,153.8010584,32.81169622,VERO,43000.54317,7422.321957,8211.217291,1699.713165,3417.426449,5384.610282,656.1409792,1651.463468,1372.570512,90.11070457,587.8356553,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21457.57314,26821.96642,20145
650,726.6670994,VERO,11,0.1,20,0.76,0.31,79162.68138,0.596426667,0.033319977,17.89997255,21634.04427,121.7674559,36.59838814,FALSO,42017.11497,8529.995808,8211.217291,1345.697812,3177.956962,4192.15317,703.5978675,1311.748866,1372.570512,71.342495,579.1402849,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,17000.56641,21250.70801,20145
600,726.6670994,VERO,8,0.15,20,0.76,0.31,84583.78204,0.550547692,0.042328416,13.00657435,26183.30646,140.9522136,33.58001949,VERO,41691.206,6683.930433,8211.217291,1557.715763,3416.579154,5095.957592,648.0197829,1515.202172,1372.570512,82.58267798,585.736715,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22747.57604,28434.47005,20145
650,669.7000213,FALSO,9,0.1,30,0.82,0.23,80821.69298,0.512337958,0.033360578,15.35758641,25359.8911,124.3151565,33.44901207,VERO,42292.09632,7957.303848,8211.217291,1373.853407,3250.831034,4931.98445,698.0081104,1338.767092,1372.570512,72.83517069,584.5427628,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,18384.59666,22980.74582,20145
650,726.6670994,VERO,11,0.1,20,0.76,0.27,79037.71042,0.596426667,0.033369581,17.8733642,21632.06928,121.5758843,36.56958747,FALSO,41901.37524,8424.920134,8211.217291,1343.580683,3172.477286,4191.761963,703.0685325,1309.71726,1372.570512,71.2302549,579.1374211,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,16991.33518,21239.16898,20145
550,700.8505081,VERO,10,0.15,25,0.76,0.31,82981.18128,0.504668718,0.033373659,15.12176779,23008.56619,150.8338636,38.83733559,FALSO,42784.6234,8141.539729,8211.217291,1666.921582,3345.610162,4464.671382,770.8967154,1619.996529,1372.570512,88.37225087,581.1333416,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20051.55788,25064.44735,20145
700,633.4527129,FALSO,11,0.1,35,0.8,0.31,81198.2404,0.579680841,0.033378104,17.36709901,24243.80524,115.9662624,35.71594723,VERO,43826.70756,9792.158531,8211.217291,1281.586648,3267.180675,4709.994799,783.7707991,1250.227526,1372.570512,67.94362614,582.9244383,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,17226.53285,21533.16606,20145
600,633.4527129,VERO,11,0.15,35,0.8,0.31,83423.8136,0.496869292,0.033379065,14.8856562,23714.93219,139.0189485,39.10509472,FALSO,43566.63625,8955.885215,8211.217291,1536.350526,3365.533705,4604.910755,854.7279721,1494.700001,1372.570512,81.44999473,582.1575723,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19712.17735,24640.22169,20145
550,700.8505081,VERO,10,0.15,25,0.76,0.27,82896.26357,0.504668718,0.033408007,15.10622063,23014.19107,150.6802636,38.81755577,FALSO,42705.57747,8068.8788,8211.217291,1665.224091,3341.892522,4465.787616,770.5213693,1618.36761,1372.570512,88.28225797,581.1414977,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20045.6861,25057.10762,20145
600,633.4527129,VERO,11,0.15,35,0.8,0.27,83297.29731,0.496869292,0.033419753,14.86753344,23714.61805,138.8087123,39.07551452,FALSO,43453.04819,8853.205245,8211.217291,1534.027127,3359.982688,4604.848359,854.1098692,1492.470458,1372.570512,81.32681918,582.1571169,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19699.24912,24624.0614,20145
650,669.7000213,FALSO,9,0.1,30,0.8,0.31,80528.57036,0.538275067,0.033431214,16.10097293,25181.76375,123.8648922,33.38838166,VERO,42375.09464,8093.164383,8211.217291,1368.877368,3237.951722,4896.534245,696.7985073,1333.992064,1372.570512,72.57136477,584.2844781,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18008.47572,22510.59465,20145
700,633.4527129,FALSO,11,0.1,35,0.8,0.27,81021.32704,0.579680841,0.033436759,17.33663348,24232.02655,115.7147892,35.67720115,VERO,43666.26098,9648.222786,8211.217291,1278.807524,3259.434241,4707.653671,782.9579255,1247.560667,1372.570512,67.79629019,582.9073592,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,17210.06606,21512.58258,20145
650,726.6670994,VERO,11,0.1,20,0.76,0.23,78929.43007,0.596426667,0.033445978,17.83253805,21657.34792,121.4110377,36.54478643,FALSO,41789.20378,8316.542369,8211.217291,1341.758902,3167.762046,4196.769241,702.6126931,1307.969071,1372.570512,71.13367273,579.1740752,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,16995.2263,21244.03287,20145
650,669.7000213,FALSO,11,0.12,30,0.8,0.31,80755.25753,0.538275067,0.033448592,16.09260756,22905.95737,124.2115344,36.96385909,FALSO,42544.83091,8629.625813,8211.217291,1372.708241,3247.867038,4444.310533,767.9715703,1337.668185,1372.570512,72.77445941,580.9845589,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18065.42662,22581.78327,20145
600,726.6670994,VERO,8,0.1,20,0.82,0.27,84579.45969,0.472927345,0.036697432,12.8872053,26133.98148,140.9435261,33.57898463,VERO,42659.71125,7684.28725,8211.217291,1557.619755,3416.349771,5086.130518,648.0006912,1515.110042,1372.570512,82.57758806,585.6651938,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,21774.74844,27218.43555,20145
550,669.7000213,VERO,11,0.15,30,0.8,0.31,86371.84265,0.455463518,0.033453492,13.61482729,23409.13292,157.0049249,41.5578413,FALSO,44491.71901,9408.403507,8211.217291,1735.120295,3494.971232,4544.182693,858.9784883,1685.440297,1372.570512,91.98782212,581.7141634,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21735.12364,27168.90455,20145
550,633.4527129,VERO,8,0.1,35,0.76,0.31,84565.18117,0.504668718,0.031023034,16.2675489,27149.23386,153.7271369,35.06874813,VERO,45007.39778,9400.793527,8211.217291,1698.89623,3415.637292,5288.51702,770.1877613,1650.679535,1372.570512,90.06739459,587.1373098,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,19412.7834,24265.97925,20145
550,700.8505081,VERO,10,0.15,25,0.76,0.23,82827.58662,0.504668718,0.033462287,15.08171622,23044.89824,150.5548711,38.80140089,FALSO,42630.61791,7993.911352,8211.217291,1663.838332,3338.857599,4471.881473,770.2148047,1617.03783,1372.570512,88.20879162,581.1860231,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20051.9687,25064.96088,20145
650,669.7000213,FALSO,9,0.1,30,0.8,0.27,80420.53364,0.538275067,0.033475002,16.07991131,25183.06272,123.6993632,33.36606463,VERO,42274.68088,8001.35201,8211.217291,1367.048044,3233.216948,4896.792733,696.3532483,1332.236637,1372.570512,72.47438273,584.2863616,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18000.85276,22501.06595,20145
600,633.4527129,VERO,11,0.15,35,0.8,0.23,83176.34515,0.496869292,0.033484143,14.83894322,23737.83697,138.5858374,39.04413159,FALSO,43337.06019,8744.069346,8211.217291,1531.564053,3354.097963,4609.460333,853.4540741,1490.106882,1372.570512,81.1962387,582.1907843,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,19694.28497,24617.85621,20145
550,669.7000213,VERO,11,0.15,30,0.8,0.27,86241.25033,0.455463518,0.033486825,13.60127507,23405.98359,156.7684323,41.52653074,FALSO,44378.54067,9307.457815,8211.217291,1732.506726,3489.247274,4543.557398,858.3597808,1682.932306,1372.570512,91.84926315,581.7095969,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21717.70966,27147.13708,20145
550,700.8505081,VERO,7,0.12,25,0.8,0.27,84544.74144,0.455463518,0.033849239,13.45565017,27641.07767,153.6952528,32.80040807,VERO,42944.62945,7369.482491,8211.217291,1698.543868,3414.865588,5386.651213,655.9251787,1650.341406,1372.570512,90.04871401,587.8504833,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,21455.11199,26818.88999,20145
650,669.7000213,FALSO,11,0.12,30,0.8,0.27,80627.6203,0.538275067,0.033494164,16.07071189,22905.20761,124.0160135,36.93475529,FALSO,42428.47555,8523.939852,8211.217291,1370.547466,3242.274378,4444.161767,767.3934971,1335.594696,1372.570512,72.6599054,580.9834717,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18054.14476,22567.68095,20145
600,726.6670994,VERO,8,0.15,20,0.76,0.27,84541.74102,0.550547692,0.042363793,12.99571284,26200.83513,140.8823784,33.5716998,VERO,41646.89874,6639.65605,8211.217291,1556.943988,3414.735241,5099.44999,647.8662948,1514.461574,1372.570512,82.54176215,585.7621316,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,22749.84228,28437.30286,20145
