W_S,W_S_max,AR,t_c,sweep25,M,lambda,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,Cdw,E_crociera,T,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,maintenance_cost,DOC,PREE
700,726.6670994,11,0.1,20,0.76,0.31,78611.43601,112.2718038,35.14242225,5.521712598,20.20892468,28.06795094,0.648244063,0.04039577,0.025065843,0.013221172,0.002108755,16.04732515,26501.9552,42506.99216,7973.352657,8211.217291,1185.613009,3153.376012,5570.135178,676.8150076,1190.240757,1372.570512,65.7790749,586.1987557,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18229.44385,22786.80481,15637.28219,17875,82.7534895,4681.280486,985.5898215,0.040206719,0.428663045
700,700.8505081,11,0.1,25,0.76,0.31,79406.04536,113.4015725,35.31879525,5.545767235,20.41228306,28.35039313,0.648244063,0.039816608,0.025135965,0.013708188,0.000972454,16.28074572,27754.69104,43303.74018,8405.447148,8211.217291,1197.543596,3188.177525,5846.630052,703.9914175,1202.012514,1372.570512,66.44099661,588.0152227,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18227.30518,22784.13148,15638.30246,17875,84.21180273,4686.236588,1001.297976,0.040353333,0.428635078
600,700.8505081,9,0.1,25,0.76,0.23,78167.58304,130.2516672,34.23835575,7.027302037,23.4453001,32.5629168,0.555637768,0.035035051,0.02217771,0.012347253,0.000510088,15.85948222,23553.54818,42014.48809,7757.590515,8211.217291,1375.484012,3134.045917,4922.675877,683.389143,1377.584033,1372.570512,76.31332075,581.9235655,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18278.09495,22847.61869,15676.74557,17875,81.00875601,4683.285906,964.5683367,0.040071799,0.427583963
600,700.8505081,9,0.1,25,0.76,0.27,78258.28461,130.4026756,34.25819728,6.809377312,23.47248161,32.60066891,0.555637768,0.03498134,0.022178385,0.012292867,0.000510088,15.88383302,23530.3618,42103.71744,7844.303799,8211.217291,1377.078692,3138.033065,4917.603206,683.7677446,1379.157483,1372.570512,76.40179528,581.8899453,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18279.56718,22849.45897,15678.30075,17875,81.11202539,4684.025323,965.5134642,0.040083751,0.42754155
600,700.8505081,9,0.1,25,0.76,0.31,78366.47775,130.5822252,34.28177397,6.605382971,23.50480053,32.64555629,0.555637768,0.034951464,0.022179506,0.01226187,0.000510088,15.89741031,23533.65533,42197.72776,7928.526104,8211.217291,1378.974771,3142.773798,4918.323739,684.2176056,1381.02832,1372.570512,76.50699179,581.8947209,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18293.75,22867.18749,15690.62872,17875,81.23171788,4686.157769,966.6551914,0.040106982,0.427205635
600,726.6670994,9,0.1,20,0.76,0.23,77751.49614,129.5639207,34.14784454,7.011253056,23.32150573,32.39098019,0.555637768,0.035439043,0.022208192,0.011908587,0.001322265,15.67868987,23033.85623,41547.74321,7463.111338,8211.217291,1368.22127,3115.887025,4809.051968,658.4915292,1370.417979,1372.570512,75.91037608,581.1700122,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18328.75293,22910.94116,15718.03377,17875,80.21381859,4685.673924,956.2211693,0.040029519,0.426460784
600,726.6670994,9,0.1,20,0.76,0.27,77831.59908,129.6942229,34.16501143,6.793374125,23.34496012,32.42355573,0.555637768,0.035388973,0.022210575,0.011856134,0.001322265,15.70087288,23008.82456,41627.65259,7541.95902,8211.217291,1369.597287,3119.327453,4803.583007,658.8079985,1371.775678,1372.570512,75.98671899,581.1337163,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18328.94649,22911.18312,15718.46315,17875,80.30468993,4686.215083,957.045288,0.040039206,0.426449134
600,726.6670994,9,0.1,20,0.76,0.31,77930.11924,129.8577697,34.186546,6.589527989,23.37439855,32.46444242,0.555637768,0.035361423,0.022212921,0.011826237,0.001322265,15.71310528,23010.06411,41713.11039,7618.902029,8211.217291,1371.324375,3123.645655,4803.853818,659.2049755,1373.479772,1372.570512,76.08253963,581.1355136,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18342.00886,22927.51107,15729.81066,17875,80.41302336,4688.172534,958.0756668,0.040060404,0.426141493
550,700.8505081,9,0.1,25,0.76,0.23,79199.39695,143.9622171,35.99527682,7.339171473,25.91319907,35.99055426,0.509334621,0.031680299,0.020951563,0.010375122,0.000353615,16.07732982,23235.42148,42982.40665,8421.129967,8211.217291,1520.270198,3179.293556,4853.103343,716.8766872,1520.4427,1372.570512,84.34621286,581.4622818,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18341.9903,22927.48787,15734.19164,17875,82.10004391,4696.432441,974.4404795,0.040235118,0.42602284
550,726.6670994,9,0.1,20,0.76,0.23,78740.32763,143.1349066,35.89170042,7.320768703,25.76428318,35.78372664,0.509334621,0.032025378,0.020994754,0.010006521,0.001024104,15.90409396,22737.01592,42489.47864,8101.944649,8211.217291,1511.533632,3159.269976,4744.221,690.6041417,1511.822442,1372.570512,83.86149882,580.7395938,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18375.84899,22969.81124,15761.12626,17875,81.28146725,4696.855738,965.8967228,0.040177503,0.425294797
550,726.6670994,9,0.1,20,0.76,0.27,78835.84015,143.3048575,35.91300207,7.093858683,25.79487435,35.82621438,0.509334621,0.03198451,0.02099796,0.009962446,0.001024104,15.9244155,22719.25005,42579.66989,8187.869876,8211.217291,1513.328348,3163.383336,4740.342481,690.9959744,1513.593266,1372.570512,83.96107161,580.7138332,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18381.17025,22976.46282,15765.93658,17875,81.38772105,4698.011832,966.8776244,0.040192665,0.425165036
550,726.6670994,9,0.1,20,0.76,0.31,78947.57788,143.5071095,35.93833587,6.881478495,25.83127971,35.87677737,0.509334621,0.031962278,0.02100085,0.009937324,0.001024104,15.93549169,22725.48547,42674.45405,8271.560897,8211.217291,1515.46417,3168.278484,4741.703732,691.461963,1515.700654,1372.570512,84.07956928,580.7228746,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18398.12383,22997.65479,15780.61252,17875,81.50936452,4700.444625,968.0418989,0.040218186,0.424769634
700,726.6670994,10,0.1,20,0.76,0.23,77960.89258,111.3471304,33.36871744,6.185861915,20.04248347,27.8367826,0.648244063,0.04177362,0.025037563,0.014627302,0.002108755,15.51802461,26283.68443,41575.17301,7171.06068,8211.217291,1175.848271,3124.892315,5522.043444,644.120999,1180.606016,1372.570512,65.23731679,585.8822631,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18510.71957,23138.39946,15872.1693,17875,81.49855629,4705.361683,973.3287412,0.040290583,0.422319399
700,700.8505081,10,0.1,25,0.76,0.23,78657.72627,112.3386361,33.51695633,6.209495196,20.2209545,28.08465903,0.648244063,0.041256633,0.025118065,0.015166114,0.000972454,15.71248093,27494.54058,42270.14261,7519.751679,8211.217291,1186.318773,3155.434722,5789.145054,669.6173141,1190.937125,1372.570512,65.8182314,587.6380045,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18512.58366,23140.72957,15876.08536,17875,82.81924348,4710.08145,987.6630812,0.040425773,0.422215228
700,726.6670994,10,0.1,20,0.76,0.27,78073.89106,111.5081458,33.39283544,5.994755259,20.07146625,27.87703646,0.648244063,0.041710171,0.025045509,0.014555907,0.002108755,15.54163047,26321.69241,41681.23445,7259.817081,8211.217291,1177.548627,3129.852243,5530.415965,644.5660605,1182.283735,1372.570512,65.33165435,585.9373747,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18517.65662,23147.07077,15878.39695,17875,81.64652874,4706.795801,974.7924533,0.040311144,0.422153762
700,700.8505081,10,0.1,25,0.76,0.27,78783.23267,112.5172939,33.54359758,6.018034592,20.25311289,28.12932346,0.648244063,0.041189185,0.025124641,0.01509209,0.000972454,15.73821035,27538.26652,42387.53328,7617.554227,8211.217291,1188.205434,3160.93811,5798.804683,670.1261375,1192.79867,1372.570512,65.92290541,587.7014071,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18520.69939,23150.87424,15883.35484,17875,82.9828478,4711.714097,989.2839141,0.040448857,0.422021989
650,726.6670994,9,0.1,20,0.76,0.23,77495.89878,119.2027562,32.75400442,6.764346684,21.45649611,29.80068904,0.601940915,0.039197233,0.023539953,0.01397605,0.001681231,15.35671941,24261.86298,41083.74624,6989.055662,8211.217291,1258.805272,3104.596868,5077.785046,632.7725799,1262.458621,1372.570512,69.83985972,582.950622,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18537.15254,23171.44068,15892.9385,17875,80.11062751,4704.997512,957.1159547,0.040172969,0.421767504
700,726.6670994,10,0.1,20,0.76,0.31,78194.74767,111.6800481,33.41856491,5.815560574,20.10240866,27.92001202,0.648244063,0.041674168,0.025050198,0.014515215,0.002108755,15.55505711,26362.27024,41784.81667,7344.923751,8211.217291,1179.363949,3135.147529,5539.355419,645.0408441,1184.07489,1372.570512,65.43237038,585.9962125,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18534.931,23168.66375,15893.3686,17875,81.79225728,4709.321803,976.2386142,0.040339326,0.42175609
650,726.6670994,9,0.1,20,0.76,0.27,77592.56126,119.3486588,32.77404353,6.554731061,21.48275858,29.8371647,0.601940915,0.039145831,0.02355011,0.01391449,0.001681231,15.37688451,24291.55919,41174.87736,7065.944684,8211.217291,1260.346033,3108.770228,5084.294133,633.1426753,1263.97887,1372.570512,69.9253428,582.9936815,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18542.68391,23178.35488,15897.91645,17875,80.2373995,4706.183788,958.3654125,0.040190251,0.42163544
700,700.8505081,10,0.1,25,0.76,0.31,78916.87424,112.7072847,33.57190561,5.838515927,20.28731124,28.17682116,0.648244063,0.041150327,0.025127974,0.015049899,0.000972454,15.7530721,27584.76619,42502.21211,7711.401757,8211.217291,1190.211776,3166.790604,5809.078139,670.6667754,1194.778301,1372.570512,66.03421937,587.7688316,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18539.66213,23174.57766,15899.79657,17875,83.14396444,4714.491238,990.8850777,0.040479921,0.421585583
650,669.7000213,10,0.1,30,0.76,0.23,79919.20699,122.9327396,35.06176544,6.456047664,22.12789312,30.73318489,0.601940915,0.03751783,0.023656225,0.013685165,0.000176441,16.04412915,27149.42233,43506.91379,8488.375717,8211.217291,1298.194652,3211.288547,5712.938355,730.1483906,1301.323616,1372.570512,72.0252246,587.1375831,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18537.2932,23171.61649,15901.31704,17875,84.24635627,4720.760266,1000.746804,0.04059437,0.421545271
650,726.6670994,9,0.1,20,0.76,0.31,77697.95379,119.5101658,32.79621156,6.358270258,21.51182985,29.87754146,0.601940915,0.039117469,0.023556834,0.013879404,0.001681231,15.38803344,24324.43143,41264.65904,7139.960771,8211.217291,1262.05158,3113.389934,5091.499944,633.5520775,1265.661712,1372.570512,70.01996839,583.0413462,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18558.29475,23197.86844,15911.43125,17875,80.36364322,4708.442736,959.6146769,0.040215142,0.421277313
650,700.8505081,9,0.1,25,0.76,0.23,78140.5189,120.1884825,32.88915235,6.788266095,21.63392685,30.04712062,0.601940915,0.038805178,0.023600792,0.014490873,0.000713512,15.5118711,25363.59474,41706.98174,7294.579335,8211.217291,1269.214742,3132.792337,5319.596936,657.6216538,1272.729511,1372.570512,70.41738822,584.548133,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18558.53715,23198.17144,15913.09798,17875,81.31999192,4711.346864,970.2668383,0.040311324,0.421233189
650,669.7000213,10,0.1,30,0.76,0.27,80075.92214,123.1731654,35.09603474,6.25800979,22.17116977,30.79329135,0.601940915,0.037455431,0.023660621,0.013618369,0.000176441,16.07085817,27202.51985,43649.06358,8605.983573,8211.217291,1300.733598,3218.165655,5724.659006,730.8306211,1303.828762,1372.570512,72.16608802,587.2145745,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18551.85855,23189.82319,15914.14151,17875,84.44373048,4723.241273,1002.703088,0.040625852,0.421205567
650,700.8505081,9,0.1,25,0.76,0.27,78249.07121,120.3549499,32.91192108,6.578365728,21.66389098,30.08873748,0.601940915,0.03875007,0.023609512,0.014427046,0.000713512,15.5339311,25398.72466,41808.41798,7379.456529,8211.217291,1270.972671,3137.553932,5327.318231,658.0568784,1274.464038,1372.570512,70.51492003,584.5990714,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18565.65323,23207.06654,15919.46133,17875,81.46123596,4712.769516,971.6622857,0.040331319,0.421064813
650,700.8505081,9,0.1,25,0.76,0.31,78365.22348,120.5328686,32.93623867,6.381541257,21.69591636,30.13321716,0.601940915,0.038719298,0.023615119,0.014390667,0.000713512,15.54627638,25436.27118,41907.52218,7460.862202,8211.217291,1272.851529,3142.64308,5335.57141,658.521695,1276.317883,1372.570512,70.61916107,584.6535139,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18582.70129,23228.37662,15934.22628,17875,81.60038925,4715.241578,973.0414845,0.040358644,0.420674646
650,669.7000213,10,0.1,30,0.76,0.31,80239.40868,123.4238938,35.13173691,6.072280976,22.21630089,30.85597346,0.601940915,0.037418778,0.02366204,0.013580298,0.000176441,16.08659987,27257.89266,43787.5554,8718.880992,8211.217291,1303.381341,3225.337457,5736.883448,731.541346,1306.441255,1372.570512,72.31298763,587.294865,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18576.85328,23221.06659,15935.77754,17875,84.63723891,4726.814955,1004.625925,0.040664851,0.420633696
650,669.7000213,10,0.1,30,0.8,0.23,80082.5215,123.1839553,35.09757189,6.461767876,22.17311195,30.79598882,0.543251676,0.035776059,0.023562428,0.011146652,0.001066979,15.18478233,27204.90277,43536.03511,8506.414883,8211.217291,1300.847542,3218.474287,5725.185041,730.861222,1303.941188,1372.570512,72.17240972,587.2180297,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18671.48639,23339.35799,15975.14249,17875,86.51579045,4890.903365,1015.840233,0.039904354,0.419597196
600,669.7000213,9,0.1,30,0.8,0.23,79492.5167,132.4493747,34.52599561,7.078316837,23.84088745,33.11234369,0.501463086,0.033397992,0.022093109,0.010524703,0.000780181,15.01476742,24924.05686,42938.69093,8252.485341,8211.217291,1398.692249,3192.073106,5223.046187,719.4784929,1400.483302,1372.570512,77.60093852,583.9108031,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18678.82577,23348.53221,15979.18362,17875,84.89106737,4887.652835,996.9991633,0.039755109,0.41949108
600,669.7000213,9,0.1,30,0.76,0.23,79450.86329,132.3792984,34.51686089,7.076696459,23.82827372,33.09482461,0.555637768,0.035186907,0.022164624,0.012921574,0.000100708,15.79103766,24910.87004,42942.63788,8248.328752,8211.217291,1397.952229,3190.222844,5220.151136,719.2965115,1399.753134,1372.570512,77.55988142,583.8916822,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18633.22541,23291.53177,15980.49864,17875,82.70285641,4727.375296,982.7321932,0.040513489,0.419456561
600,669.7000213,9,0.1,30,0.76,0.27,79587.14544,132.6053694,34.54632143,6.85886976,23.86896649,33.15134235,0.555637768,0.035136894,0.022171527,0.012864659,0.000100708,15.81351389,24953.41162,43065.75361,8350.611465,8211.217291,1400.339585,3196.191917,5229.491111,719.8834155,1402.108707,1372.570512,77.69233443,583.9533675,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18646.39184,23307.98979,15992.06453,17875,82.87361224,4729.583869,984.41956,0.040541131,0.419153199
650,669.7000213,10,0.1,30,0.8,0.27,80246.31239,123.4351488,35.13333869,6.263781766,22.21832678,30.85878719,0.543251676,0.0357255,0.023566275,0.011092247,0.001066979,15.20627209,27260.37829,43680.3286,8625.066461,8211.217291,1303.500196,3225.659392,5737.432228,731.573232,1306.558527,1372.570512,72.31958179,587.2984692,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18690.98379,23363.72974,15992.10953,17875,86.72260165,4894.072851,1017.86688,0.039939457,0.419152019
600,669.7000213,9,0.1,30,0.8,0.27,79634.7547,132.6852078,34.5567196,6.860656229,23.8833374,33.17130194,0.501463086,0.033358072,0.022099547,0.010478345,0.000780181,15.0327358,24968.43544,43063.40122,8355.462854,8211.217291,1401.182694,3198.299933,5232.789816,720.0905595,1402.940592,1372.570512,77.73911103,583.9751521,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18696.35348,23370.44184,15994.4134,17875,85.06965829,4890.469673,998.7438868,0.039785925,0.419091644
600,669.7000213,9,0.1,30,0.76,0.31,79729.60104,132.8415497,34.57707256,6.654560597,23.91147894,33.21038741,0.555637768,0.035108508,0.02217558,0.012832219,0.000100708,15.82629953,24997.85554,43185.6078,8448.700547,8211.217291,1402.833696,3202.427914,5239.249797,720.4960068,1404.569614,1372.570512,77.8307104,584.0178112,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18668.99324,23336.24155,16011.60483,17875,83.0409114,4732.781748,986.0769829,0.04057558,0.418641671
600,669.7000213,9,0.1,30,0.8,0.31,79780.80631,132.9273698,34.58823973,6.656420673,23.92692656,33.23184244,0.501463086,0.033335453,0.02210335,0.010451923,0.000780181,15.04293584,25014.005,43184.26153,8454.006616,8211.217291,1403.739974,3204.693869,5242.796047,720.7184614,1405.463827,1372.570512,77.88099164,584.0412279,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18721.54479,23401.93098,16016.09807,17875,85.24361861,4894.119845,1000.447167,0.039822092,0.418524223
650,669.7000213,10,0.1,30,0.8,0.31,80414.25434,123.6927113,35.1699746,6.07801701,22.26468804,30.92317784,0.543251676,0.03569562,0.023567404,0.011061237,0.001066979,15.21900084,27317.26041,43820.27364,8738.718572,8211.217291,1306.220109,3233.02668,5749.991591,732.3025103,1309.242231,1372.570512,72.47048547,587.3809483,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,18718.9807,23398.72587,16016.23328,17875,86.92418008,4898.165606,1019.846626,0.039980481,0.41852069
650,700.8505081,10,0.12,25,0.76,0.23,78259.27834,120.3707893,34.69449369,6.39738845,21.66674207,30.09269732,0.601940915,0.039126793,0.023915976,0.013076905,0.002133912,15.3843664,25402.06727,41689.20075,7224.67155,8211.217291,1271.139938,3138.006998,5328.052947,692.0904109,1274.629078,1372.570512,70.52420018,584.6039182,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18695.07759,23368.84699,16028.66227,17875,81.31211072,4725.873057,970.2493369,0.040414264,0.418196159
650,669.7000213,10,0.12,30,0.76,0.23,79102.56857,121.6629267,34.88021311,6.427047672,21.8993268,30.41573167,0.601940915,0.038549877,0.023996693,0.013685165,0.000868019,15.61460032,26868.98698,42528.45759,7639.525523,8211.217291,1284.785171,3174.967029,5651.059729,726.5335711,1288.092654,1372.570512,71.28125226,586.7309518,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18699.11098,23373.88873,16034.865,17875,82.91575403,4731.75141,987.6725918,0.04057959,0.418034389
650,700.8505081,10,0.12,25,0.76,0.27,78365.42828,120.533738,34.71796912,6.199526476,21.69607284,30.1334345,0.601940915,0.039072872,0.023925883,0.013013077,0.002133912,15.40559679,25436.45464,41788.22658,7307.465997,8211.217291,1272.86071,3142.667946,5335.611739,692.5380904,1276.326941,1372.570512,70.61967042,584.6537799,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18702.20169,23377.75212,16035.0211,17875,81.45003276,4727.280175,971.612088,0.040433917,0.41803032
650,669.7000213,10,0.12,30,0.76,0.27,79223.31866,121.8480389,34.90673845,6.22872414,21.93264701,30.46200973,0.601940915,0.038491462,0.024005074,0.013618369,0.000868019,15.63829714,26909.86861,42640.73229,7732.907688,8211.217291,1286.739994,3180.261946,5660.077807,727.0617586,1290.021452,1372.570512,71.38970793,586.7902302,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18707.58637,23384.48297,16042.41851,17875,83.0719059,4733.387621,989.2185027,0.040602168,0.41783756
650,700.8505081,10,0.12,25,0.76,0.31,78479.18253,120.7079814,34.74305419,6.013989122,21.72743666,30.17699536,0.601940915,0.039043181,0.02393257,0.012976698,0.002133912,15.41731241,25473.22555,41884.97465,7386.857252,8211.217291,1274.700756,3147.651968,5343.69517,693.0164513,1278.142491,1372.570512,70.72175814,584.7070977,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18719.20788,23399.00985,16049.74072,17875,81.58592196,4729.731848,972.9590879,0.040460868,0.417646934
650,669.7000213,10,0.12,30,0.76,0.31,79352.0259,122.0450663,34.93494901,6.04276483,21.96811193,30.51126656,0.601940915,0.038458567,0.02401025,0.013580298,0.000868019,15.65167321,26953.38165,42750.45931,7822.52562,8211.217291,1288.820642,3185.897681,5669.677301,727.6234838,1292.074401,1372.570512,71.50514452,586.8533241,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18726.5666,23408.20825,16058.8564,17875,83.22574609,4736.132807,990.7462784,0.040632484,0.41740986
600,700.8505081,9,0.12,25,0.76,0.27,78099.38413,130.1402156,34.22370436,6.803453484,23.42523881,32.5350539,0.555637768,0.036408208,0.022457778,0.012292867,0.001657563,15.26133234,23508.0249,41460.87833,7219.631789,8211.217291,1374.307061,3131.103207,4912.716671,683.1095694,1376.42275,1372.570512,76.24802222,581.8575568,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18763.5058,23454.38225,16085.88208,17875,80.2923983,4731.73027,957.6955142,0.040366751,0.416708575
550,700.8505081,9,0.12,25,0.76,0.23,78917.47934,143.4532805,35.93159508,7.327856683,25.82159049,35.86332013,0.509334621,0.032878834,0.02123791,0.010375122,0.001265802,15.49126186,23182.18634,42281.85253,7756.795643,8211.217291,1514.895725,3166.97565,4841.466736,715.6641678,1515.139777,1372.570512,84.04803136,581.3850909,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,18760.62681,23450.78351,16086.13407,17875,81.19836899,4736.748141,965.7973028,0.040459836,0.416702047
