W_S,W_S_max,AR,t_c,sweep25,M,lambda,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,Cdw,E_crociera,T,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,maintenance_cost,DOC,PREE
650,726.6670994,9,0.1,20,0.8,0.23,79558.17655,122.3634693,33.18540679,6.840715422,22.02542448,30.59086734,0.543251676,0.040125617,0.023258439,0.01138358,0.005483598,13.53877428,24905.17688,41571.15342,7182.438383,8211.217291,1292.183044,3195.005229,5218.901282,640.7378111,1295.392039,1372.570512,71.69169413,583.8834272,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20112.02313,25140.02891,17185.92859,17875,83.10585732,5039.424536,980.2414387,0.040667227,0.39003566
600,726.6670994,7,0.1,20,0.76,0.27,79551.52236,132.5545999,30.46115887,7.91874904,23.85982799,33.13864998,0.555637768,0.039023223,0.022524831,0.015176127,0.001322265,14.23864367,26633.95536,41604.08964,6648.730263,8211.217291,1399.803449,3194.851424,5599.230977,590.3593706,1401.579708,1372.570512,77.66258905,586.3901559,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20072.43272,25090.5409,17195.89542,17875,81.66471159,4873.134285,975.423198,0.041495798,0.389809593
650,726.6670994,9,0.1,20,0.8,0.27,79668.15784,122.5317292,33.20821529,6.629171564,22.05571126,30.63293231,0.543251676,0.040084668,0.02326763,0.011333439,0.005483598,13.55260506,24939.42356,41668.05469,7262.908825,8211.217291,1293.959902,3199.818108,5226.419933,641.1588103,1297.145243,1372.570512,71.79027613,583.9330848,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20125.10315,25156.37893,17197.27096,17875,83.24526069,5041.548043,981.6024137,0.040690767,0.389778414
600,669.7000213,8,0.12,30,0.8,0.27,80135.61352,133.5244316,32.68325952,7.35656811,24.0343977,33.38110791,0.501463086,0.036693423,0.02243521,0.011762049,0.002496164,13.66629328,26125.28152,42136.51076,7169.636387,8211.217291,1410.045068,3220.458429,5487.158136,682.7238666,1411.684982,1372.570512,78.23080502,585.6525789,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20124.10275,25155.12844,17197.7881,17875,84.30245634,5044.588411,993.3917979,0.040790953,0.389766693
600,669.7000213,8,0.12,30,0.8,0.23,80072.78746,133.4201733,32.67049719,7.593265523,24.0156312,33.35504334,0.501463086,0.036736314,0.022431743,0.011808407,0.002496164,13.65033753,26158.47857,42072.7438,7103.767408,8211.217291,1408.944079,3217.705638,5494.468074,682.4690009,1410.598651,1372.570512,78.16972099,585.7007146,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20125.04366,25156.30458,17198.39826,17875,84.23186332,5044.26537,992.7819535,0.04078465,0.389752865
600,726.6670994,7,0.1,20,0.76,0.23,79507.06624,132.4768491,30.45222396,8.174244084,23.84583285,33.11921229,0.555637768,0.039070559,0.022519713,0.015228581,0.001322265,14.22139298,26667.18731,41554.15773,6595.318853,8211.217291,1398.982385,3192.798527,5606.55748,590.1938238,1400.769575,1372.570512,77.61703553,586.4383423,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20077.90851,25097.38564,17200.39483,17875,81.61393485,4873.401758,974.9885332,0.041494612,0.389707624
600,726.6670994,7,0.1,20,0.76,0.31,79613.7235,132.6577733,30.47301123,7.679477701,23.8783992,33.16444333,0.555637768,0.038998957,0.022530461,0.015146231,0.001322265,14.24750345,26626.84449,41659.52428,6700.57409,8211.217291,1400.892981,3197.575567,5597.663348,590.5789689,1402.654735,1372.570512,77.72303743,586.3798452,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20079.19922,25098.99903,17201.79085,17875,81.73205168,4874.215844,976.0536274,0.041507945,0.389675997
600,669.7000213,8,0.12,30,0.8,0.31,80217.47378,133.6601756,32.69986858,7.135044565,24.05883162,33.41504391,0.501463086,0.03667094,0.022439149,0.011735627,0.002496164,13.67467236,26121.12597,42206.66013,7233.863562,8211.217291,1411.478552,3224.042555,5486.243131,683.0555454,1413.099383,1372.570512,78.31033626,585.6465533,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20135.81365,25169.76706,17207.89814,17875,84.39214297,5046.376907,994.2262943,0.040808673,0.389537696
600,700.8505081,7,0.1,25,0.76,0.27,79989.62551,133.2818384,30.54460458,7.937069292,23.99073092,33.32045961,0.555637768,0.038762406,0.022517161,0.015735157,0.000510088,14.33444985,27301.69186,42027.77458,6866.865485,8211.217291,1407.483235,3214.053103,5746.553946,612.7328032,1409.157254,1372.570512,78.08867177,587.3583739,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20086.85093,25108.56366,17209.32075,17875,82.44384974,4877.394362,983.810352,0.041585531,0.389505495
600,700.8505081,7,0.1,25,0.76,0.23,79941.48993,133.2011585,30.53535835,8.193089224,23.97620854,33.30028963,0.555637768,0.038812344,0.022512714,0.015789542,0.000510088,14.31600635,27336.13334,41973.47361,6808.95697,8211.217291,1406.631239,3211.922867,5754.159032,612.5554814,1408.316601,1372.570512,78.04140212,587.408314,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20093.01631,25116.27039,17214.39511,17875,82.38797035,4877.708696,983.3281785,0.04158434,0.389390679
650,726.6670994,9,0.1,20,0.8,0.31,79783.43055,122.7081932,33.23211908,6.430728654,22.08747477,30.67704829,0.543251676,0.040062387,0.023273927,0.011304861,0.005483598,13.56014251,24975.34004,41762.28797,7339.909767,8211.217291,1295.823397,3204.865655,5234.305866,641.6000126,1298.983929,1372.570512,71.89366482,583.9851637,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20146.14259,25182.67823,17215.33991,17875,83.38176422,5044.548587,982.938904,0.040720067,0.389369309
600,700.8505081,7,0.1,25,0.76,0.31,80058.01298,133.3952385,30.55759594,7.697481402,24.01114293,33.34880963,0.555637768,0.038736141,0.022521894,0.015704159,0.000510088,14.34416935,27295.7749,42088.72563,6923.442723,8211.217291,1408.680763,3217.04727,5745.247475,612.9819441,1410.33884,1372.570512,78.15511189,587.3497943,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20094.28735,25117.85919,17215.8016,17875,82.51848222,4878.582611,984.5122971,0.041598942,0.389358867
550,669.7000213,7,0.1,30,0.8,0.23,81383.00195,147.9466896,32.1811564,8.566731352,26.63040413,36.9866724,0.459674495,0.032994727,0.021130027,0.011309201,0.000555499,13.93175645,27540.6363,43344.97851,7707.613508,8211.217291,1562.347036,3275.730854,5799.328226,672.6934704,1561.959375,1372.570512,86.68068072,587.7048433,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20163.02345,25203.77931,17234.34472,17875,86.39079219,5057.085173,1015.186769,0.041022618,0.38893994
550,669.7000213,7,0.1,30,0.8,0.27,81458.16779,148.0830036,32.19597841,8.30017653,26.65494066,37.02075091,0.459674495,0.032959407,0.021133661,0.011270247,0.000555499,13.94668579,27515.99218,43416.85678,7778.43672,8211.217291,1563.78654,3279.030108,5793.883869,672.9896643,1563.379715,1372.570512,86.76054594,587.6691093,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20166.31101,25207.88876,17237.34355,17875,86.47486885,5057.936744,1015.937814,0.041033445,0.388872275
550,669.7000213,7,0.1,30,0.8,0.31,81550.51402,148.2503926,32.21416999,8.050619219,26.68507067,37.06259815,0.459674495,0.032941031,0.021137487,0.011248046,0.000555499,13.95446594,27518.41777,43494.37317,7847.388989,8211.217291,1565.554201,3283.081477,5794.419714,673.3531855,1565.123843,1372.570512,86.85861766,587.6726264,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20181.14085,25226.42606,17250.11811,17875,86.57603841,5060.122882,1016.891013,0.041054653,0.388584296
700,700.8505081,8,0.1,25,0.8,0.23,79314.70547,113.2774297,30.10347884,7.083319268,20.38993735,28.31935744,0.585040267,0.043680239,0.024822302,0.015358182,0.003499755,13.39370561,27724.30747,41235.08188,6464.332072,8211.217291,1196.232623,3184.353416,5839.914467,604.2703635,1200.718994,1372.570512,66.36826243,587.9711665,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20204.62359,25255.77949,17263.33634,17875,83.71454101,5047.580406,990.3469978,0.040790596,0.388286764
700,700.8505081,8,0.1,25,0.8,0.27,79401.35902,113.4005916,30.11983952,6.863363191,20.41210648,28.35014789,0.585040267,0.043630381,0.024832737,0.015297888,0.003499755,13.40901123,27754.45096,41316.15244,6531.932489,8211.217291,1197.533237,3188.147307,5846.576984,604.5843195,1202.002293,1372.570512,66.44042187,588.0148746,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20210.20658,25262.75822,17268.2863,17875,83.83127968,5048.754085,991.4887283,0.040806238,0.388175461
700,726.6670994,10,0.1,20,0.8,0.23,80221.54471,114.5845475,33.85033936,6.26266259,20.62521854,28.64613687,0.585040267,0.043018463,0.024710658,0.011914029,0.006393777,13.59974812,27047.88239,42128.87408,7391.301754,8211.217291,1210.036052,3224.618058,5690.528662,653.0059459,1214.338659,1372.570512,67.13409135,586.9903501,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20217.67062,25272.08828,17276.94038,17875,84.63321438,5055.062242,997.932716,0.040892388,0.387981023
600,669.7000213,9,0.15,30,0.76,0.23,79721.70983,132.8332074,34.57598684,7.087184942,23.90997732,33.20830184,0.555637768,0.039173108,0.022869194,0.012921574,0.003382341,14.18416332,24996.28571,41677.33814,6941.199676,8211.217291,1402.7456,3202.207647,5238.905084,720.4743787,1404.482691,1372.570512,77.82582271,584.0155349,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20169.37169,25211.71461,17278.33586,17875,81.14303398,4884.012316,968.0344655,0.041520555,0.387949688
700,700.8505081,8,0.1,25,0.8,0.31,79495.91005,113.5350262,30.13768753,6.657116445,20.43630471,28.38375654,0.585040267,0.043603278,0.024839999,0.015263523,0.003499755,13.41734589,27787.35342,41395.66346,6596.740144,8211.217291,1198.952894,3192.288448,5853.849837,604.9268082,1203.40305,1372.570512,66.51918594,588.0625831,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20225.24658,25281.55823,17281.23511,17875,83.94693874,5050.981156,992.6245178,0.040828957,0.387884602
600,669.7000213,9,0.15,30,0.76,0.27,79803.84501,132.9698889,34.59377111,6.867022088,23.93457999,33.24247222,0.555637768,0.039129979,0.022882979,0.012864659,0.003382341,14.19979741,25022.00616,41754.48549,7005.750959,8211.217291,1404.188984,3205.816525,5244.55307,720.8286475,1405.906859,1372.570512,77.90590322,584.0528296,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20174.35953,25217.94941,17282.78233,17875,81.25017491,4885.041436,969.0915599,0.041535357,0.387849877
700,726.6670994,10,0.1,20,0.8,0.27,80348.90556,114.7658886,33.87711448,6.069549919,20.65785994,28.69147215,0.585040267,0.042967427,0.024717773,0.011855877,0.006393777,13.61590176,27090.68827,42241.27076,7484.199232,8211.217291,1211.95105,3230.204121,5699.975199,653.4997287,1216.228164,1372.570512,67.24033753,587.0524187,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20232.6348,25290.79349,17289.92391,17875,84.79505208,5057.500064,999.5174461,0.040919563,0.387689676
600,669.7000213,9,0.15,30,0.76,0.31,79894.43903,133.1201481,34.6133115,6.660596879,23.96162666,33.28003702,0.555637768,0.039108021,0.02289346,0.012832219,0.003382341,14.20777001,25050.28164,41830.31899,7067.736929,8211.217291,1405.775752,3209.783903,5250.762533,721.2178896,1407.472503,1372.570512,77.9939388,584.093829,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20189.12004,25236.40005,17295.51596,17875,81.35659561,4887.111343,970.145658,0.041557522,0.387564327
600,669.7000213,7,0.1,30,0.8,0.27,80754.81141,134.5525695,30.68986782,7.96896817,24.21946252,33.63814238,0.501463086,0.036615073,0.022422366,0.013412526,0.000780181,13.69553698,28242.70173,42631.44564,7184.645042,8211.217291,1420.902413,3247.604954,5954.557628,642.8612905,1422.397785,1372.570512,78.83318209,588.7228382,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20248.36576,25310.45721,17304.34035,17875,85.71919614,5061.884932,1009.954918,0.041019699,0.387366688
650,726.6670994,8,0.12,20,0.76,0.27,78667.62084,121.0024658,31.11301538,7.054194488,21.78044384,30.25061644,0.601940915,0.043339963,0.023790165,0.015619157,0.003930641,13.88881941,25362.77216,40589.1112,6191.243997,8211.217291,1277.81057,3156.075335,5319.416148,602.431307,1281.210904,1372.570512,70.89429396,584.5469403,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20203.50964,25254.38705,17304.3728,17875,79.90593262,4880.713922,956.8200044,0.041417586,0.387365961
600,669.7000213,7,0.1,30,0.8,0.23,80693.37603,134.4506033,30.67823696,8.225484161,24.2011086,33.61265083,0.501463086,0.036658703,0.022419639,0.013458883,0.000780181,13.67923701,28275.36279,42568.27462,7119.323266,8211.217291,1419.825629,3244.912679,5961.785182,642.6283766,1421.335336,1372.570512,78.77344097,588.7701967,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20250.10141,25312.62676,17305.62347,17875,85.64889625,5061.656148,1009.344219,0.041014028,0.387337966
700,700.8505081,11,0.1,25,0.82,0.23,81910.46677,116.9896976,35.87320272,5.987031028,21.05814557,29.2474244,0.556849748,0.040844273,0.024712193,0.010201062,0.005931019,13.63348412,28632.87377,43761.02795,8490.198619,8211.217291,1235.434924,3298.706819,6040.933629,714.5522768,1239.3994,1372.570512,68.54324792,589.2885876,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20274.43882,25343.04852,17308.06911,17875,88.41990722,5153.819372,1032.885564,0.040822862,0.387283235
650,726.6670994,8,0.12,20,0.76,0.31,78722.82392,121.0870206,31.12388415,6.840825665,21.7956637,30.27175514,0.601940915,0.043310674,0.023795963,0.015584071,0.003930641,13.89821162,25350.6758,40639.8988,6240.264407,8211.217291,1278.703486,3158.493923,5316.757617,602.6324942,1282.091933,1372.570512,70.94383388,584.5294006,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20207.92511,25259.90639,17308.25441,17875,79.96573046,4881.513775,957.3706529,0.041427168,0.387279089
700,726.6670994,10,0.1,20,0.8,0.31,80481.9112,114.9553293,33.90506295,5.888406273,20.69195928,28.73883234,0.585040267,0.042938406,0.024721896,0.011822733,0.006393777,13.6251045,27135.4061,42350.58221,7573.13996,8211.217291,1213.951583,3236.039688,5709.844679,654.0151317,1218.202064,1372.570512,67.35132923,587.1172595,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20256.329,25320.41124,17310.2839,17875,84.95349889,5060.898477,1001.073327,0.040953033,0.387233684
650,726.6670994,8,0.12,20,0.76,0.23,78635.00363,120.9541994,31.10680947,7.282366886,21.77175589,30.23854985,0.601940915,0.043395832,0.023784475,0.015680717,0.003930641,13.87093832,25404.84598,40546.06937,6141.429962,8211.217291,1277.300867,3154.694734,5328.663719,602.3164306,1280.707987,1372.570512,70.86601511,584.6079473,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20213.93426,25267.41783,17313.112,17875,79.8672793,4881.558856,956.5148664,0.041421416,0.387170429
600,669.7000213,7,0.1,30,0.8,0.31,80835.77317,134.6867689,30.70516866,7.728898752,24.24361841,33.67169224,0.501463086,0.036591929,0.022425644,0.013386104,0.000780181,13.70419925,28239.87137,42701.29031,7248.376257,8211.217291,1422.319586,3251.148301,5953.931326,643.1676919,1423.796091,1372.570512,78.91180835,588.7187342,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20259.48286,25324.35357,17313.94767,17875,85.80883423,5063.603339,1010.792329,0.041036965,0.387151742
650,700.8505081,9,0.1,25,0.82,0.23,80439.87017,123.7345528,33.37081023,6.873550587,22.27221951,30.9336382,0.517074766,0.038976293,0.02326095,0.010692851,0.005022493,13.26639159,26111.92843,42264.50833,7520.802282,8211.217291,1306.661963,3234.223509,5484.217971,666.8257414,1309.678203,1372.570512,72.49500003,585.6332169,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20300.36185,25375.45231,17325.46847,17875,85.53168325,5146.52028,1001.962597,0.040570654,0.3868943
700,700.8505081,11,0.1,25,0.82,0.27,82087.30715,117.2412849,35.91175482,5.8038906,21.10343129,29.31032124,0.556849748,0.04079236,0.024714903,0.010146439,0.005931019,13.65083427,28694.44901,43912.54394,8614.077163,8211.217291,1238.091738,3306.456782,6054.572063,715.2863841,1242.020844,1372.570512,68.69065077,589.3778717,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20299.76321,25374.70402,17329.9177,17875,88.64065534,5157.767511,1035.040447,0.040863132,0.38679497
650,700.8505081,9,0.1,25,0.82,0.27,80565.11626,123.9266325,33.39670182,6.661502457,22.30679384,30.98165812,0.517074766,0.038936916,0.023268671,0.010645752,0.005022493,13.27980792,26152.46335,42372.80564,7609.984143,8211.217291,1308.690363,3239.717733,5493.143488,667.3203422,1311.679599,1372.570512,72.60753783,585.6919925,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20317.31062,25396.63828,17340.10223,17875,85.68975652,5149.213609,1003.500566,0.040598574,0.38656779
700,700.8505081,11,0.1,25,0.82,0.31,82267.45073,117.4976233,35.95099242,5.632028102,21.14957219,29.37440582,0.556849748,0.040761233,0.024714908,0.010115306,0.005931019,13.66125872,28757.18705,44059.28855,8732.661316,8211.217291,1240.798723,3314.353099,6068.469989,716.0335091,1244.691791,1372.570512,68.84083718,589.4688419,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20333.16218,25416.45273,17358.56874,17875,88.85542257,5162.609658,1037.141331,0.040908946,0.386156549
650,669.7000213,10,0.15,30,0.76,0.23,80190.11157,123.3318277,35.11863148,6.46513233,22.19972898,30.83295692,0.601940915,0.042366312,0.024370378,0.013685165,0.004310769,14.20800845,27237.56006,42052.02014,6992.743955,8211.217291,1302.409104,3222.704009,5732.394514,731.2804592,1305.481961,1372.570512,72.25904687,587.2653828,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20263.09143,25328.86429,17358.88807,17875,82.45101263,4896.4705,983.7856764,0.041720702,0.386149445
650,700.8505081,9,0.1,25,0.82,0.31,80694.6442,124.1253161,33.42346249,6.462548528,22.34255689,31.03132902,0.517074766,0.038915044,0.023273643,0.010618908,0.005022493,13.28727179,26194.39191,42477.86446,7695.269801,8211.217291,1310.788502,3245.400857,5502.376791,667.8315271,1313.749806,1372.570512,72.72394482,585.7527889,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20341.77974,25427.22467,17361.07988,17875,85.84399964,5152.748955,1005.005129,0.04063183,0.386100695
650,669.7000213,10,0.15,30,0.76,0.27,80283.48474,123.4752301,35.13904241,6.264664314,22.22554142,30.86880753,0.601940915,0.042312092,0.024382954,0.013618369,0.004310769,14.22621501,27269.23017,42140.24453,7066.329602,8211.217291,1303.923463,3226.805874,5739.38658,731.6867729,1306.97616,1372.570512,72.34306511,587.3113044,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20268.24021,25335.30027,17363.50272,17875,82.57369586,4897.586734,984.9994833,0.041737234,0.386046819
700,700.8505081,8,0.12,25,0.76,0.27,78883.87099,112.664521,30.02192811,6.844569651,20.27961377,28.16613024,0.648244063,0.046721593,0.025233571,0.018781794,0.002706228,13.87461388,27574.29991,40735.77651,6017.49479,8211.217291,1189.760182,3165.473307,5806.765662,602.7053207,1194.33272,1372.570512,66.00916449,587.7536555,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20273.09448,25341.36809,17363.82139,17875,80.91061103,4889.130456,969.6033701,0.041568,0.386039735
700,700.8505081,8,0.12,25,0.76,0.23,78823.22107,112.578066,30.01040699,7.064874198,20.26405187,28.14451649,0.648244063,0.046781862,0.025219815,0.018855818,0.002706228,13.85673923,27553.14031,40672.12968,5963.302331,8211.217291,1188.8472,3162.810139,5802.09072,602.4842034,1193.431892,1372.570512,65.95851126,587.7229741,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20276.09139,25345.11424,17366.19864,17875,80.82228966,4889.045133,968.7320548,0.041561213,0.38598689
700,700.8505081,8,0.12,25,0.76,0.31,78955.70459,112.7666884,30.0355374,6.638107411,20.29800391,28.1916721,0.648244063,0.046689536,0.025243705,0.018739603,0.002706228,13.88414027,27599.30507,40799.11352,6069.658994,8211.217291,1190.839091,3168.620483,5812.290529,602.9665101,1195.397265,1372.570512,66.0690235,587.789913,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20281.59107,25351.98884,17371.19998,17875,80.99990948,4890.448827,970.4894885,0.041583641,0.38587576
650,669.7000213,10,0.15,30,0.76,0.31,80398.26486,123.6709359,35.16687872,6.077552587,22.26076846,30.91773397,0.601940915,0.042280676,0.02438961,0.013580298,0.004310769,14.23678542,27312.45135,42233.58723,7139.693922,8211.217291,1305.990155,3232.403817,5748.929703,732.2408846,1309.015339,1372.570512,72.45772741,587.3739751,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20289.67763,25362.09704,17381.98654,17875,82.70698488,4900.488546,986.3310002,0.04176727,0.385636301
550,669.7000213,7,0.1,30,0.76,0.27,81695.71785,148.5133963,32.24273211,8.310471183,26.73241133,37.12834907,0.509334621,0.035066424,0.021177067,0.013836907,5.24E-05,14.52485212,27598.74636,43494.39549,7802.378112,8211.217291,1568.331574,3289.447044,5812.167079,673.9239223,1567.864241,1372.570512,87.01270925,587.7891029,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20326.32236,25407.90295,17416.68747,17875,84.39422182,4912.459079,1002.809061,0.041969114,0.384867961
550,669.7000213,7,0.1,30,0.76,0.23,81625.18966,148.3850405,32.22879588,8.577561931,26.7093073,37.09626014,0.509334621,0.035110305,0.021173125,0.013884732,5.24E-05,14.50669864,27624.95984,43423.44441,7731.750038,8211.217291,1566.976111,3286.340407,5817.959255,673.6454471,1566.526823,1372.570512,86.93750673,587.8271124,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20326.74525,25408.43156,17416.83765,17875,84.31484608,4912.052652,1002.091358,0.041961138,0.384864643
650,669.7000213,8,0.12,30,0.8,0.23,79825.58695,122.7750874,31.34008136,7.328696486,22.09951574,30.69377186,0.543251676,0.040727909,0.023707721,0.013858477,0.003161711,13.33856029,27114.60521,41556.48719,6642.427185,8211.217291,1296.529814,3206.779089,5705.253676,655.8760204,1299.680942,1372.570512,71.93285759,587.0870982,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20394.09975,25492.62469,17424.57981,17875,83.91216917,5071.060449,991.2696877,0.040955454,0.384693638
550,669.7000213,7,0.1,30,0.76,0.31,81785.46817,148.6760501,32.26038361,8.060484514,26.76168901,37.16901252,0.509334621,0.035043178,0.021181079,0.013809649,5.24E-05,14.53448727,27600.24966,43571.43516,7871.286227,8211.217291,1570.049231,3293.383809,5812.499241,674.2766286,1569.559031,1372.570512,87.10800669,587.7912827,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20339.03301,25423.79126,17427.69151,17875,84.49124272,4914.313071,1003.734935,0.041988837,0.384624951
650,726.6670994,7,0.1,20,0.76,0.27,79308.92205,121.9860261,29.22160472,7.646962852,21.9574847,30.49650652,0.601940915,0.043285016,0.023792913,0.017810872,0.001681231,13.90645025,27449.09594,41084.52837,6209.659832,8211.217291,1288.197166,3184.208906,5779.106779,567.3720858,1291.459225,1372.570512,71.4705534,587.5721098,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20349.39368,25436.7421,17429.51164,17875,81.30665311,4899.560433,973.1954449,0.041667487,0.384584786
650,669.7000213,8,0.12,30,0.8,0.27,79909.57052,122.9035708,31.35647567,7.10102556,22.12264274,30.7258927,0.543251676,0.040685207,0.023719424,0.013804071,0.003161711,13.35256025,27142.98047,41634.32306,6707.185145,8211.217291,1297.886624,3210.454208,5711.51649,656.2040158,1301.019689,1372.570512,72.00813488,587.1282424,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20400.24745,25500.30932,17429.9968,17875,84.02401783,5072.274522,992.3629592,0.040971042,0.384574081
650,726.6670994,7,0.1,20,0.76,0.31,79363.27943,122.0692516,29.23157131,7.415583663,21.97246529,30.5173129,0.601940915,0.043255018,0.023798002,0.017775785,0.001681231,13.9160945,27437.71366,41135.02321,6258.324869,8211.217291,1289.076045,3186.589474,5776.59271,567.5570829,1292.326403,1372.570512,71.5193145,587.5556055,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20353.25622,25441.57027,17432.9234,17875,81.36638507,4900.298121,973.74787,0.041676641,0.384509519
650,700.8505081,7,0.1,25,0.76,0.27,79734.78745,122.6386589,29.29966915,7.664058808,22.07495861,30.65966473,0.601940915,0.042981329,0.023800862,0.018466955,0.000713512,14.00470693,28160.90531,41503.51894,6416.059372,8211.217291,1295.089101,3202.876708,5936.459284,588.836197,1298.259409,1372.570512,71.85292531,588.6042334,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20356.26851,25445.33564,17436.46179,17875,82.09340167,4902.975709,981.7038218,0.041752086,0.384431491
650,726.6670994,7,0.1,20,0.76,0.23,79275.26631,121.9318258,29.21511219,7.894176615,21.94772864,30.48295644,0.601940915,0.043342223,0.023788561,0.017872431,0.001681231,13.88809509,27489.69465,41040.82958,6159.774092,8211.217291,1287.6248,3182.65857,5788.074586,567.2515717,1290.894479,1372.570512,71.43879791,587.6309779,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20359.43673,25449.29592,17437.91712,17875,81.26612071,4900.359743,972.8677168,0.041670833,0.384399407
650,700.8505081,7,0.1,25,0.76,0.31,79794.77622,122.73048,29.31063561,7.43237027,22.09148639,30.68261999,0.601940915,0.042949109,0.023805021,0.018430576,0.000713512,14.01521302,28150.49126,41559.10573,6469.147928,8211.217291,1296.05875,3205.503144,5934.155304,589.0468912,1299.216149,1372.570512,71.90672246,588.589133,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20360.67049,25450.83811,17440.3469,17875,82.15984573,4903.803482,982.322008,0.041762345,0.384345853
550,633.4527129,7,0.1,35,0.82,0.23,82518.63293,150.0062303,32.40437643,8.617486067,27.00112145,37.50155756,0.437524802,0.032100465,0.021047656,0.010831848,0.000220961,13.62985875,28748.54015,44214.17228,8179.059127,8211.217291,1584.096203,3325.578636,6066.554384,714.1508362,1583.418998,1372.570512,87.88734771,589.4563039,1280.944853,120.6555704,7766.408559,1247.477016,485.3438359,20429.46065,25536.82581,17440.36138,17875,89.05532131,5174.733014,1038.992718,0.041001158,0.384345534
650,669.7000213,8,0.12,30,0.8,0.31,80001.28874,123.043985,31.37438254,6.887540419,22.14791729,30.76099624,0.543251676,0.040662765,0.023727992,0.013773062,0.003161711,13.35992948,27173.99063,41710.73037,6769.29988,8211.217291,1299.369426,3214.470595,5718.361337,656.5622637,1302.482751,1372.570512,72.09040232,587.1732071,1280.944853,120.6555704,7766.408559,1254.427085,485.3438359,20415.55837,25519.44796,17443.16524,17875,84.13492893,5074.509827,993.4514955,0.040993497,0.384283753
650,700.8505081,7,0.1,25,0.76,0.23,79697.52034,122.5807993,29.2927567,7.911733329,22.06454387,30.64519982,0.601940915,0.043041623,0.023797328,0.018530782,0.000713512,13.98508883,28202.71124,41455.60205,6361.867871,8211.217291,1294.478092,3201.221701,5945.708879,588.7033891,1297.656534,1372.570512,71.81902586,588.664852,1280.944853,120.6555704,7766.408559,1268.988281,485.3438359,20366.91828,25458.64786,17445.37057,17875,82.04789971,4903.813585,981.3295834,0.041755376,0.384235174
