W_S,S,S_wet,S_vert,S_orizz,b,lambda,c_root,c_tip,MAC,AR,t_c,sweep25,V_fuel,M,W_fuel,W_block_fuel,E_crociera,CD,Cd0,Cdi,Cdw,CL_crociera,CL_max,T,T_W,WTO,OEW,W_wing,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,ADP,flight_cost,maintenance_cost,DOC,PREE
550,157.8438791,325.0636847,28.41189824,39.46096978,35.53520836,0.23,8.164625827,1.87786394,5.677180744,8,0.12,30,26118.92529,0.76,20895.14023,17912.87,15.2263147,0.033450945,0.020868089,0.012182033,0.000400824,0.509334621,2.37472826,27978.3579,0.322278836,86829.5432,44654.40297,8385.225875,1666.863364,3515.2769,5896.080861,739.5710705,1665.08429,85.98095772,5092.651817,1056.63323,0.043629475,0.445489791
550,156.8398549,322.9959972,28.23117388,39.20996372,35.42201066,0.27,7.885569677,2.129103813,5.558809196,8,0.12,25,26122.80399,0.76,20898.24319,17913.72,15.08606779,0.03376192,0.020901236,0.011594883,0.001265802,0.509334621,2.485186583,27097.39778,0.314129314,86275.51146,44097.26827,8103.559876,1656.260664,3490.975954,5701.455959,705.958108,1654.622743,84.96583656,5089.483597,1044.969553,0.043524242,0.445468656
550,156.714881,322.7386258,28.20867857,39.17872024,35.40789527,0.23,8.139191166,1.872013968,5.659495039,8,0.12,25,26124.00112,0.76,20899.20089,17914.31,15.0680644,0.033802259,0.020895876,0.011640582,0.001265802,0.509334621,2.485186583,27130.84918,0.314767917,86206.83427,44027.63337,8032.482444,1654.940914,3487.951143,5708.838895,705.689165,1653.320563,84.89104908,5089.148307,1044.334195,0.043517355,0.445453976
550,157.0005938,323.3270228,28.26010688,39.25014844,35.44015731,0.31,7.648192721,2.370939743,5.472836531,8,0.12,25,26138.37185,0.76,20910.69748,17924.51,15.0952296,0.033741429,0.020906791,0.011568836,0.001265802,0.509334621,2.485186583,27093.70047,0.313764887,86364.19396,44173.49648,8172.906792,1657.9581,3494.866403,5700.639975,706.3038524,1656.297581,85.05971517,5091.29641,1045.854539,0.043543383,0.445200418
550,158.167698,325.7305573,28.47018564,39.5419245,35.57164017,0.31,7.672857222,2.378585739,5.490485771,8,0.12,30,26135.67571,0.76,20908.54057,17924.75,15.25674774,0.03338422,0.020876446,0.01210695,0.000400824,0.509334621,2.37472826,27944.07945,0.32122499,87007.94933,44819.40877,8542.315886,1670.282957,3523.114471,5888.500546,740.2959234,1668.458359,86.17425831,5095.122485,1058.396362,0.043659514,0.445194433
550,161.6150316,331.1491998,29.09070569,40.4037579,35.95720029,0.23,8.24895681,1.897260066,5.735819345,8,0.1,35,26314.00556,0.82,21051.20445,17983.93,14.51806128,0.030136586,0.020412097,0.009503527,0.000220961,0.437524802,2.246196821,29458.05554,0.331405442,88910.29937,46579.09492,9779.640114,1706.687499,3606.552374,6223.861,788.8312969,1704.378252,92.39074885,5382.395532,1111.01898,0.042846679,0.443729451
550,161.8656868,331.6627922,29.13582362,40.4664217,35.98507322,0.27,7.994543141,2.158526648,5.635628338,8,0.1,35,26331.04568,0.82,21064.83654,17995.86,14.53668479,0.030097977,0.020410797,0.009466218,0.000220961,0.437524802,2.246196821,29439.80808,0.330687281,89048.72243,46703.88589,9896.449397,1709.334468,3612.619143,6219.812252,789.4158598,1706.989983,92.54628596,5384.797483,1112.427241,0.042871821,0.44343537
600,143.5821789,295.6931392,25.8447922,35.89554473,33.89184904,0.27,7.589782939,2.049241394,5.350298955,8,0.12,30,26247.06216,0.76,20997.64973,17997.28,14.95733394,0.037148182,0.022106531,0.014440711,0.000600941,0.555637768,2.37472826,28708.83462,0.333245101,86162.98639,43885.33666,7822.974017,1516.256918,3486.020266,6057.758634,706.8399871,1516.482848,85.28233581,5098.798121,1051.614729,0.043637477,0.443400304
600,143.4766746,295.4758637,25.82580143,35.86916865,33.87939487,0.23,7.834121777,1.801848009,5.44736847,8,0.12,30,26254.67049,0.76,21003.73639,18002.22,14.93564982,0.037202115,0.022103549,0.014497626,0.000600941,0.555637768,2.37472826,28750.73659,0.333976895,86099.77832,43816.04193,7749.645499,1515.142772,3483.234546,6067.040973,706.5916727,1515.383534,85.21058979,5099.014635,1051.024216,0.043634823,0.44327859
600,143.7269491,295.991279,25.87085084,35.93173728,33.90893087,0.31,7.361232029,2.281981929,5.267495346,8,0.12,30,26259.17936,0.76,21007.34349,18005.74,14.96890421,0.037119468,0.022110256,0.014408271,0.000600941,0.555637768,2.37472826,28701.70381,0.332826748,86250.12823,43962.78474,7894.726866,1517.785721,3489.842757,6056.179067,707.1805627,1517.991299,85.37663172,5100.322914,1052.497238,0.043654557,0.443192075
600,142.6006181,293.6717128,25.66811125,35.65015451,33.77580413,0.27,7.567373793,2.043190924,5.334501977,8,0.12,25,26277.91958,0.76,21022.33567,18016.31,14.78824863,0.037572926,0.022116494,0.013798869,0.001657563,0.555637768,2.485186583,27811.83712,0.325055126,85572.52001,43270.18434,7486.983536,1505.891437,3460.103294,5859.26214,674.5603171,1506.255361,84.19039405,5097.576485,1039.208279,0.043540785,0.442932031
550,158.5634275,324.896463,28.54141695,39.64085688,35.61611181,0.23,8.180790606,1.881581839,5.688420742,8,0.1,25,26343.72124,0.8,21074.97699,18020.68,14.43477685,0.031844933,0.020505738,0.009481327,0.001857868,0.459674495,2.485186583,27407.65362,0.314272328,87226.12617,44871.14918,8740.470154,1674.461941,3532.692537,5769.953498,709.6558742,1672.581708,88.31188289,5287.151056,1071.00464,0.042953971,0.442824578
600,142.5095319,293.4841299,25.65171574,35.62738297,33.76501525,0.23,7.811316262,1.79660274,5.431510912,8,0.12,25,26285.83338,0.76,21028.6667,18021.49,14.76860046,0.037622913,0.022112095,0.013853254,0.001657563,0.555637768,2.485186583,27853.69985,0.325752478,85517.96962,43209.30292,7421.361994,1504.929548,3457.69827,5868.516911,674.3543242,1505.306278,84.1291811,5097.871982,1038.719603,0.043539414,0.442804703
600,142.7289919,293.9360858,25.69121853,35.68224796,33.79100376,0.31,7.339154297,2.275137832,5.251697128,8,0.12,25,26288.69217,0.76,21030.95373,18023.82,14.79850045,0.037546897,0.022121462,0.013767871,0.001657563,0.555637768,2.485186583,27802.79133,0.324657135,85649.77174,43338.81801,7551.181755,1507.24709,3463.492853,5857.262467,674.85052,1507.592967,84.273154,5098.931396,1039.975954,0.043555845,0.442747378
550,159.9432752,327.7237708,28.78978953,39.98581879,35.77074505,0.23,8.211690812,1.888688887,5.709906852,8,0.1,30,26383.02006,0.82,21106.41605,18027.13,14.25228105,0.030698581,0.020444065,0.008989152,0.001265364,0.437524802,2.37472826,28302.87846,0.321737685,87987.33526,45600.91921,9180.21559,1689.033412,3566.089805,5967.874531,744.2567688,1686.959191,90.70800513,5382.12807,1092.583259,0.042723267,0.442666034
550,158.7468985,325.272395,28.57444173,39.68672463,35.63671124,0.27,7.927114335,2.14032087,5.588095454,8,0.1,25,26353.91377,0.8,21083.13101,18027.87,14.45052746,0.031810223,0.02050825,0.009444105,0.001857868,0.459674495,2.485186583,27383.1642,0.313628624,87327.37309,44964.24207,8830.217354,1676.399432,3537.133192,5764.544984,710.0482562,1674.493406,88.42271974,5288.679011,1071.986374,0.042970926,0.442647898
600,145.0782028,297.2652376,26.11407651,36.26955071,34.06795595,0.23,7.871725292,1.810496817,5.473515652,8,0.1,30,26397.83706,0.82,21118.26965,18034.02,14.02989111,0.034020206,0.021672014,0.010697834,0.001650358,0.477299784,2.37472826,29028.30496,0.333478823,87063.01781,44664.74817,8477.366368,1532.055234,3525.521089,6128.551344,710.3508235,1532.070844,89.7444927,5377.16817,1085.318328,0.042642601,0.442497051
550,161.7159807,331.3560444,29.10887652,40.42899516,35.96842845,0.23,8.251201169,1.897776269,5.737379934,8,0.1,35,26355.02614,0.8,21084.02091,18034.12,14.83458208,0.030986683,0.020436193,0.010490116,6.04E-05,0.459674495,2.246196821,29478.50462,0.331428477,88966.2444,46602.22348,9786.39566,1707.753541,3608.995709,6228.398438,789.0667811,1705.430102,91.27250944,5299.559158,1103.647858,0.043258326,0.442494618
550,160.157012,328.1617176,28.82826216,40.039253,35.79463781,0.27,7.957679417,2.148573442,5.609641831,8,0.1,30,26397.35193,0.82,21117.88155,18037.16,14.26830693,0.030664101,0.020444875,0.008953862,0.001265364,0.437524802,2.37472826,28281.12435,0.321061348,88105.31691,45707.43536,9281.319775,1691.290516,3571.263008,5963.060213,744.7320084,1689.186247,90.83897503,5384.160387,1093.752427,0.042744392,0.442419902
600,145.2443975,297.6057706,26.14399156,36.31109939,34.08746368,0.27,7.62756521,2.059442607,5.376932976,8,0.1,30,26404.85641,0.82,21123.88513,18039.07,14.04737044,0.033977874,0.02167168,0.010655836,0.001650358,0.477299784,2.37472826,28997.29717,0.332741431,87163.06025,44759.17512,8570.350494,1533.810284,3529.909276,6121.677987,710.739677,1533.802529,89.85696387,5378.449803,1086.294607,0.0426575,0.44237324
550,161.962168,331.8604822,29.15319024,40.49054199,35.9957962,0.27,7.996619074,2.15908715,5.637091735,8,0.1,35,26369.7429,0.8,21095.79432,18044.48,14.85488719,0.030944328,0.02043502,0.010448934,6.04E-05,0.459674495,2.246196821,29459.4346,0.330710616,89102.20152,46726.4072,9902.99668,1710.353329,3614.954341,6224.166992,789.6407415,1707.995279,91.42446779,5301.694125,1105.031214,0.043282094,0.442240422
550,158.9615908,325.7122995,28.61308634,39.7403977,35.66080098,0.31,7.689584677,2.38377125,5.502455478,8,0.1,25,26378.88993,0.8,21103.11194,18045.07,14.45880812,0.031792005,0.020511247,0.009422889,0.001857868,0.459674495,2.485186583,27387.93053,0.313259556,87445.8733,45062.76136,8917.391939,1678.666626,3542.329514,5765.597608,710.5071093,1676.730417,88.55113407,5291.56863,1073.202572,0.042998664,0.442225941
600,143.90642,294.8642546,25.9031556,35.97660501,33.9300952,0.23,7.844231718,1.804173295,5.454398304,8,0.1,25,26390.47443,0.8,21112.37955,18049.37,14.19652374,0.035322949,0.021718743,0.011283562,0.002320644,0.501463086,2.485186583,28087.69402,0.325300451,86358.03704,43965.65749,8070.032364,1519.68097,3494.581481,5920.263353,677.5058929,1519.861316,87.39079889,5285.373349,1063.964674,0.042894401,0.442120791
600,144.0475645,295.1534597,25.92856162,36.01189114,33.94673057,0.27,7.600382153,2.052103181,5.357770705,8,0.1,25,26393.7141,0.8,21114.97128,18051.82,14.21376338,0.035280106,0.021720197,0.011239265,0.002320644,0.501463086,2.485186583,28054.55271,0.324598253,86442.98071,44048.00943,8152.674855,1521.171485,3498.308241,5912.932663,677.8234441,1521.331988,87.48518752,5286.2076,1064.773088,0.042905499,0.442060753
600,145.4435151,298.0137625,26.17983272,36.36087878,34.11082117,0.31,7.399036729,2.293701386,5.294547351,8,0.1,30,26428.34974,0.82,21142.67979,18055.25,14.05693778,0.033954748,0.021672491,0.010631899,0.001650358,0.477299784,2.37472826,29000.1085,0.332318111,87282.95856,44860.27878,8660.809742,1535.913006,3535.166756,6122.301144,711.2052559,1535.877257,89.99010833,5381.287471,1087.543404,0.042684465,0.44197661
550,160.4017273,328.6631392,28.87231091,40.10043182,35.82197396,0.31,7.719826439,2.393146196,5.524095652,8,0.1,30,26426.3883,0.82,21141.11064,18057.13,14.27696018,0.030645515,0.020446403,0.008933748,0.001265364,0.437524802,2.37472826,28290.05296,0.320672731,88240.43723,45819.32659,9379.47796,1693.874759,3577.186003,5965.036139,745.2757218,1691.736086,90.98788581,5387.576755,1095.162315,0.042776238,0.441930656
600,144.2216762,295.5102145,25.95990171,36.05541904,33.96724024,0.31,7.372149666,2.285366397,5.275307708,8,0.1,25,26413.49125,0.8,21130.793,18065.47,14.22299876,0.035257198,0.021722537,0.011214017,0.002320644,0.501463086,2.485186583,28053.64403,0.324195881,86547.78911,44136.99611,8233.120281,1523.010139,3502.905461,5912.731675,678.2149419,1523.146164,87.59969705,5288.569745,1065.845903,0.042928704,0.441726665
550,160.2472745,330.0132371,28.84450941,40.06181862,35.8047231,0.23,8.218481303,1.8902507,5.714628544,8,0.12,35,26571.03201,0.8,21256.82561,18176.75,14.4751691,0.031756071,0.02074359,0.010490116,0.000522365,0.459674495,2.246196821,29245.09684,0.331817833,88154.64979,45617.82418,8924.768725,1692.243706,3573.447686,6176.619876,785.6331263,1690.126748,89.92965695,5312.455453,1090.496401,0.043256602,0.439022497
550,160.4291058,330.3877006,28.87723905,40.10727646,35.82503101,0.27,7.963562308,2.150161823,5.613788884,8,0.12,35,26577.93774,0.8,21262.35019,18181.72,14.49311627,0.031716747,0.020745448,0.010448934,0.000522365,0.459674495,2.246196821,29215.42438,0.331105463,88255.01228,45712.66208,9017.481914,1694.163882,3577.848663,6170.039333,786.0591142,1692.021361,90.04080633,5313.698062,1091.471894,0.043271587,0.438902282
550,160.6478635,330.8382101,28.91661543,40.16196587,35.84944781,0.31,7.724982029,2.394744429,5.52778485,8,0.12,35,26601.78245,0.8,21281.42596,18198.17,14.50269092,0.031695807,0.020747981,0.010425462,0.000522365,0.459674495,2.246196821,29219.17491,0.330697038,88375.80538,45814.37942,9107.837516,1696.474007,3583.14339,6170.871074,786.5712777,1694.300731,90.17254776,5316.504736,1092.717928,0.043298966,0.43850559
550,157.0626042,323.454727,28.27126875,39.26565104,35.4471555,0.27,7.890434706,2.130417371,5.562238723,8,0.12,20,26677.12268,0.76,21341.69814,18288.56,14.67385608,0.034710346,0.020882076,0.011182947,0.002645323,0.509334621,2.576731135,26635.0554,0.30833166,86398.03707,43776.33893,7898.621813,1658.612942,3496.367274,5599.473489,682.4246273,1656.943705,84.39475974,5134.972934,1038.475706,0.043800917,0.436338259
550,156.9510042,323.2248981,28.25118076,39.23775106,35.43455988,0.23,8.144517935,1.873239125,5.663198948,8,0.12,20,26678.60557,0.76,21342.88445,18289.38,14.65796921,0.034747966,0.020875621,0.011227022,0.002645323,0.509334621,2.576731135,26669.13475,0.308945688,86335.91923,43713.03478,7833.094565,1657.434424,3493.666161,5606.986841,682.1928056,1655.780877,84.32811981,5134.703765,1037.919971,0.043795064,0.436318743
550,157.2116146,323.7615991,28.29809063,39.30290365,35.46396646,0.31,7.652658746,2.372324211,5.476032297,8,0.12,20,26692.25286,0.76,21353.80229,18299.04,14.68176688,0.034691643,0.020888495,0.011157826,0.002645323,0.509334621,2.576731135,26630.05423,0.307981573,86480.24842,43846.44613,7962.709312,1660.186522,3499.973854,5598.37095,682.7340264,1658.496337,84.48061147,5136.708893,1039.281035,0.043818948,0.436088564
550,160.588991,330.716968,28.90601838,40.14724775,35.84287834,0.23,8.2261069,1.892004587,5.719930917,8,0.12,35,26724.91129,0.76,21379.92903,18326.85,15.10393485,0.033721982,0.02078894,0.012879111,5.39E-05,0.509334621,2.246196821,29310.81666,0.331855836,88343.88197,45683.95293,8945.224101,1695.852302,3581.718462,6191.196281,786.4334791,1693.687302,87.73714113,5150.9932,1076.337522,0.044183213,0.435426758
550,160.7616899,331.0726241,28.93710418,40.19042247,35.86214605,0.27,7.970746535,2.152101565,5.618853293,8,0.12,35,26726.53435,0.76,21381.22748,18328.25,15.12565182,0.033673565,0.020791084,0.01282855,5.39E-05,0.509334621,2.246196821,29279.4036,0.331144064,88438.87964,45777.65216,9037.627977,1697.676037,3585.898401,6184.228718,786.8376283,1695.486758,87.84237909,5151.716999,1077.270797,0.04419497,0.435393531
550,160.9748173,331.5115388,28.97546712,40.24370433,35.88591003,0.31,7.731824562,2.396865614,5.532681179,8,0.12,35,26747.31982,0.76,21397.85586,18342.66,15.13738952,0.033647454,0.020793791,0.012799732,5.39E-05,0.509334621,2.246196821,29282.09622,0.330736048,88556.58534,45878.72948,9127.851026,1699.926706,3591.056859,6184.825935,787.3360761,1697.707465,87.96877902,5154.127341,1078.481114,0.044220659,0.435051514
550,158.1056493,323.9584754,28.45901687,39.52641232,33.26769522,0.27,8.536336951,2.304810977,6.017557424,7,0.1,20,26793.96442,0.76,21435.17154,18369.25,14.72057817,0.034600178,0.020823912,0.012752163,0.001024104,0.509334621,2.576731135,28713.95423,0.330204453,86973.02069,44257.84915,7910.127005,1669.62771,3521.61267,6058.892711,642.2566306,1667.811835,85.74965253,5148.000906,1056.078142,0.044018241,0.434421574
550,157.9932882,323.7282475,28.43879188,39.49832205,33.25587192,0.23,8.811249284,2.026587335,6.126803093,7,0.1,20,26796.02344,0.76,21436.81875,18370.46,14.70419236,0.034638735,0.020818393,0.012796238,0.001024104,0.509334621,2.576731135,28747.01096,0.330819703,86911.59052,44194.77176,7845.03968,1668.441154,3518.893132,6066.215618,642.0384151,1666.641076,85.68265004,5147.78278,1055.513312,0.044012686,0.434393084
550,158.252489,324.2593499,28.48544801,39.56312224,33.28314022,0.31,8.27898751,2.566486128,5.924215948,7,0.1,20,26808.21465,0.76,21446.57172,18379.13,14.72883522,0.034580781,0.020829636,0.012727041,0.001024104,0.509334621,2.576731135,28710.09519,0.329853726,87054.0531,44327.48138,7973.613867,1671.178367,3525.166714,6058.03787,642.5416847,1669.341848,85.83521475,5149.657491,1056.884671,0.044035717,0.434188184
600,142.8257676,294.1353858,25.70863817,35.7064419,33.80245762,0.27,7.572520483,2.04458053,5.338130056,8,0.12,20,26840.77128,0.76,21472.61703,18397.17,14.38402774,0.038628803,0.022079772,0.013308631,0.003240399,0.555637768,2.576731135,27312.53162,0.318716201,85707.66203,42955.04501,7294.520028,1508.269062,3466.048104,5748.947428,652.1228753,1508.601333,83.61393382,5143.860921,1032.591657,0.04382223,0.43376238
600,142.7046266,293.885908,25.68683279,35.67615665,33.7881194,0.23,7.815922595,1.797662197,5.434713874,8,0.12,20,26842.09008,0.76,21473.67206,18397.85,14.3658149,0.038677776,0.022076292,0.013361084,0.003240399,0.555637768,2.576731135,27347.32507,0.319393114,85647.42223,42893.75017,7231.567269,1506.989788,3462.849517,5756.630429,651.8584285,1507.33909,83.5496598,5143.585792,1032.058674,0.043816496,0.433746274
550,159.0914365,325.9783534,28.63645857,39.77285913,33.37124594,0.27,8.559174276,2.310977055,6.033656239,7,0.1,25,26842.06629,0.76,21473.65303,18403.41,14.81292261,0.034384479,0.020808962,0.013221902,0.000353615,0.509334621,2.485186583,29464.04357,0.33673081,87516.77694,44763.1239,8178.320968,1680.037823,3545.472246,6225.18966,666.8340648,1678.083359,86.64569332,5155.280179,1066.274187,0.044142229,0.433615386
550,158.9672312,325.7238568,28.61410162,39.74180781,33.35821666,0.23,8.834554267,2.031947481,6.14300795,7,0.1,25,26843.78737,0.76,21475.02989,18404.36,14.79522551,0.034425607,0.020804391,0.013267601,0.000353615,0.509334621,2.485186583,29496.94115,0.337370172,87448.48859,44693.45869,8107.241921,1678.72619,3542.466033,6232.489485,666.5851634,1676.789188,86.5704561,5154.992495,1065.629357,0.044135613,0.433592913
600,142.9444664,294.3798341,25.73000396,35.7361166,33.81650087,0.31,7.343927454,2.276617511,5.255112668,8,0.12,20,26851.23694,0.76,21480.98955,18404.45,14.39298201,0.038604771,0.022085637,0.013278735,0.003240399,0.555637768,2.576731135,27302.41962,0.318333643,85779.09215,43018.1026,7353.872148,1509.522545,3469.182207,5746.714639,652.3818771,1509.838129,83.68938959,5145.153455,1033.287006,0.043836334,0.433590752
650,132.423934,271.3366408,23.83630813,33.10598351,34.52267959,0.23,7.077728617,1.627877582,4.921418994,9,0.1,20,26920.88457,0.8,21536.70765,18405.98,13.74223253,0.039531544,0.022664366,0.01138358,0.005483598,0.543251676,2.576731135,26952.82766,0.313129866,86090.92205,43274.2144,7902.483687,1398.42359,3482.774783,5669.555076,665.3999772,1400.21822,86.08475209,5328.442532,1049.027151,0.043084451,0.433554856
550,159.2527686,326.3089228,28.66549834,39.81319214,33.38816227,0.31,8.301442595,2.573447204,5.94028419,7,0.1,25,26857.57435,0.76,21486.05948,18414.16,14.822061,0.034363279,0.020813809,0.013195856,0.000353615,0.509334621,2.485186583,29461.94188,0.336365688,87605.82969,44839.77021,8247.729448,1681.741522,3549.377061,6224.723323,667.1572152,1679.764378,86.74045601,5157.087498,1067.172706,0.044161427,0.433362254
550,160.9935185,331.5500519,28.97883332,40.24837962,35.88799448,0.23,8.235124081,1.894078539,5.726200912,8,0.12,35,26958.82167,0.82,21567.05733,18416.12,13.95166134,0.03136005,0.020686369,0.009503527,0.001170154,0.437524802,2.246196821,29373.38885,0.331728644,88566.00155,45718.94421,8968.294398,1700.124194,3591.509494,6205.076525,787.3797966,1697.902323,91.24239913,5435.726177,1100.105502,0.043126568,0.433316104
550,159.3879207,328.2434838,28.68982572,39.84698016,35.70858952,0.23,8.199269712,1.885832034,5.70126998,8,0.12,30,26929.56567,0.8,21543.65254,18416.67,14.09535591,0.032611769,0.020747757,0.009922342,0.00194167,0.459674495,2.37472826,28235.60155,0.322091267,87680.1685,44856.51597,8470.502423,1683.168756,3552.648226,5952.986503,743.020397,1681.17261,88.592132,5339.621499,1075.589003,0.043339418,0.433303135
650,132.6164292,271.7310634,23.87095725,33.1541073,34.54776205,0.27,6.859117265,1.851961662,4.835227599,9,0.1,20,26940.22708,0.8,21552.18166,18419.39,13.75648634,0.039490584,0.022673546,0.011333439,0.005483598,0.543251676,2.576731135,26992.00705,0.313129866,86216.48941,43384.30774,7993.756328,1400.456378,3488.280947,5678.199343,665.8621446,1402.223945,86.24162389,5330.904229,1050.592153,0.043111654,0.433239153
550,159.5441523,328.5652273,28.71794742,39.88603809,35.72608597,0.27,7.944411264,2.144991041,5.600288654,8,0.12,30,26935.33208,0.8,21548.26566,18420.82,14.11062754,0.032576474,0.020751415,0.009883388,0.00194167,0.459674495,2.37472826,28204.38025,0.321420062,87766.38935,44938.12368,8551.565084,1684.818594,3556.429595,5946.078167,743.3684387,1682.800485,88.68590912,5340.674552,1076.396141,0.043351985,0.433205421
550,161.1822727,331.9387724,29.01280909,40.29556818,35.90902646,0.27,7.97982142,2.154551783,5.62525049,8,0.12,35,26968.77375,0.82,21575.019,18423.15,13.96752493,0.031324433,0.020688061,0.009466218,0.001170154,0.437524802,2.246196821,29344.64123,0.331015888,88670.20475,45815.18574,9061.874577,1702.117477,3596.078032,6198.69927,787.8209277,1699.86907,91.35758109,5437.285039,1101.112689,0.0431435,0.433150756
550,159.7352821,328.95884,28.75235078,39.93382053,35.74747903,0.31,7.705847897,2.388812848,5.514092991,8,0.12,30,26957.02101,0.8,21565.61681,18435.76,14.11846081,0.0325584,0.020755543,0.009861187,0.00194167,0.459674495,2.37472826,28204.44012,0.321036151,87871.89491,45026.2781,8630.532748,1686.836963,3561.055624,5946.091414,743.793982,1684.791984,88.79929672,5343.199302,1077.460695,0.043376233,0.432854334
650,132.8173468,272.1427436,23.90712243,33.2043367,34.57392256,0.31,6.654035918,2.062751135,4.761445244,9,0.1,20,26970.29013,0.8,21576.2321,18440.04,13.76422974,0.039468367,0.022679908,0.011304861,0.005483598,0.543251676,2.576731135,27032.9007,0.313129866,86347.51567,43491.28357,8081.087496,1402.578109,3494.02803,5687.222679,666.3441604,1404.31743,86.39501722,5334.308019,1052.128598,0.043145029,0.432753831
550,161.406253,332.4000375,29.05312554,40.35156326,35.93396755,0.31,7.740843485,2.39966148,5.539134872,8,0.12,35,26994.78353,0.82,21595.82682,18441.04,13.9759259,0.031305604,0.020690496,0.009444954,0.001170154,0.437524802,2.246196821,29349.13977,0.330607218,88793.89678,45918.06996,9152.979825,1704.482755,3601.499171,6199.69718,788.3440347,1702.202859,91.49309684,5440.360949,1102.387669,0.04317221,0.432730527
600,143.712772,298.204002,25.86829897,35.92819301,35.96407858,0.23,7.333628165,1.686734478,5.099355866,9,0.15,30,27004.10709,0.76,21603.28567,18509.15,14.38655099,0.038622028,0.022318113,0.012921574,0.003382341,0.555637768,2.37472826,27071.43326,0.313952997,86241.32344,43358.03777,7612.55578,1517.636008,3489.468428,5695.725826,748.1018751,1517.843579,84.03132637,5160.391047,1036.016349,0.04396381,0.431138027
600,143.8399833,298.4679654,25.891197,35.95999583,35.97999236,0.27,7.105386233,1.918454283,5.008831061,9,0.15,30,27004.7265,0.76,21603.7812,18509.79,14.40406364,0.03857507,0.02232807,0.012864659,0.003382341,0.555637768,2.37472826,27067.51866,0.31362998,86318.68048,43434.89928,7683.868129,1518.979385,3492.827296,5694.86194,748.4183349,1519.169071,84.12619934,5160.924338,1036.91037,0.043973937,0.431123149
600,145.0129402,298.639649,26.10232923,36.25323504,34.06029244,0.27,7.622316616,2.058025486,5.373233062,8,0.12,30,27074.07692,0.8,21659.26153,18512.04,13.84150538,0.036228941,0.021970728,0.011762049,0.002496164,0.501463086,2.37472826,28978.09996,0.333051886,87023.04482,44083.78329,7903.936079,1531.366047,3523.7979,6117.422867,710.1980618,1531.390831,87.86130449,5347.52231,1070.452772,0.043358095,0.431070884
600,144.8952933,298.397367,26.0811528,36.22382333,34.04647333,0.23,7.867440694,1.80951136,5.470536404,8,0.12,30,27075.25234,0.8,21660.20187,18512.62,13.82480052,0.036272718,0.021968147,0.011808407,0.002496164,0.501463086,2.37472826,29018.2781,0.333784457,86952.23341,44012.03154,7829.139203,1530.123673,3520.691566,6126.328684,709.9225926,1530.164996,87.7829447,5347.156872,1069.809357,0.043351279,0.431057381
600,145.1671446,298.9572177,26.13008604,36.29178616,34.07839722,0.31,7.392964568,2.291819016,5.290202279,8,0.12,30,27090.70675,0.8,21672.5654,18523.53,13.85028182,0.036205984,0.021974193,0.011735627,0.002496164,0.501463086,2.37472826,28972.42736,0.332632973,87115.88567,44163.32027,7976.980586,1532.994478,3527.869498,6116.165553,710.5589536,1532.997583,87.96192084,5349.537543,1071.38476,0.043378005,0.430803527
600,143.9869915,295.0293456,25.91765848,35.99674788,31.74758165,0.27,8.201482886,2.214400379,5.78150728,7,0.1,20,27026.86432,0.76,21621.49145,18525.02,14.40817286,0.038564069,0.022065677,0.015176127,0.001322265,0.555637768,2.576731135,29600.38139,0.342627959,86405.86634,43504.37489,7316.281223,1520.531822,3496.70888,6255.445861,614.1723523,1520.70084,85.12114161,5163.257399,1052.040907,0.044097842,0.430768843
600,143.9034821,294.8582349,25.90262678,35.97587053,31.73837386,0.23,8.466105968,1.947204373,5.88681157,7,0.1,20,27034.99276,0.76,21627.99421,18530.37,14.39026877,0.038612049,0.022061204,0.015228581,0.001322265,0.555637768,2.576731135,29641.26348,0.343300281,86356.94095,43448.94674,7255.895641,1519.649946,3494.503909,6264.520217,614.0020596,1519.830705,85.06609356,5163.607647,1051.605226,0.044097236,0.430644424
600,144.1041613,295.2694264,25.93874903,36.02604031,31.76049636,0.31,7.953810743,2.46568133,5.691528389,7,0.1,20,27036.56616,0.76,21629.25293,18531.78,14.41742055,0.038539333,0.022070837,0.015146231,0.001322265,0.555637768,2.576731135,29591.33984,0.342244799,86476.39554,43567.14261,7375.209416,1521.769158,3499.802613,6253.439071,614.4111984,1521.921704,85.19656274,5164.481533,1052.740171,0.044111489,0.430611629
600,144.8608886,296.8199607,26.07495994,36.21522214,31.84377836,0.27,8.222650161,2.220115544,5.79642882,7,0.1,25,27064.56337,0.76,21651.6507,18552.03,14.50322779,0.038311318,0.022066073,0.015735157,0.000510088,0.555637768,2.485186583,30400.79781,0.349770023,86931.62314,43999.97244,7567.533967,1529.760352,3519.783147,6433.257063,637.6248769,1529.806512,86.02145371,5169.585035,1062.358345,0.04421594,0.430141584
550,160.6940028,329.2620118,28.92492051,40.17350071,33.53890308,0.23,8.875706435,2.04141248,6.171622648,7,0.1,30,27130.1312,0.8,21704.10496,18554.04,14.11013206,0.032577618,0.020712919,0.011309201,0.000555499,0.459674495,2.37472826,30566.84456,0.345850374,88400.44952,45416.34456,8493.195064,1696.961248,3584.260129,6470.182757,699.8012977,1694.781485,90.13441263,5361.289927,1095.429846,0.043619843,0.430095089
